CNTSTUID,GRADE,AGE,ISCEDL,PARED,HISEI,IMMIG,REPEAT,MMINS,LMINS,SMINS,ESCS,UNDREM,METASUM,METASPAM,ICTHOME,ICTSCH,HOMEPOS,CULTPOSS,HEDRES,ICTRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,RESILIENCE,MASTGOAL,GCSELFEFF,GCAWARE,INTCULT,PERSPECT,COGFLEX,RESPECT,AWACOM,GLOBMIND,BELONG,BEINGBULLIED,ENTUSE,HOMESCH,USESCH,INTICT,COMPICT,AUTICT,SOIAICT,ICTCLASS,ICTOUTSIDE,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,"Is_MISCED_5A,6","Is_FISCED_5A,6"
70205944.0,0.0,15.33,ISCED level 3,11.0,65.12,Native,Did not repeat a  grade,315.0,210.0,350.0,-0.2929,0.45,1.36,1.33,7.0,6.0,-0.5759,-1.8518,-0.5813,0.333,2.0345,1.314,1.1049,1.3514,0.2127,2.0871,1.323,1.2403,0.9034,1.1971,-1.126,0.2705,0.444,1.6762,1.0844,1.2643,-0.1015,0.8794,-1.0974,1.4751,2.3535,0.6054,-0.1705,0.5572,0.9817,0.9289,1.1373,-0.0465,2.7249,-0.7823,-0.6267,-0.0364,0.3619,0.1541,0.4219,-0.9686,-0.7345,0.0845,0.0782,30.0,1,650.4680000000001,621.7377,712.3931,661.5329333333334,0,0
70200830.0,0.0,16.08,ISCED level 3,16.0,75.54,Native,Did not repeat a  grade,300.0,210.0,300.0,2.256,0.1,0.21,0.42,8.0,7.0,3.0183,1.7903,1.1793,2.6563,-0.0424,-0.2023,-0.0424,-0.3253,0.2169,-0.62,-0.5786,0.1744,0.5542,0.1222,0.409,0.2705,0.6912,0.6012,0.0083,0.1956,0.0273,0.4637,-0.0614,0.3468,0.1708,-0.0549,0.2865,0.1686,-0.0511,0.4165,-0.1577,0.291,-0.3184,0.2907,-0.0097,0.08295,0.1284,0.1427,0.0537,0.0979,0.1419,-0.5146,0.2316,29.0,0,489.5087,451.1924,342.3941,427.6984000000001,1,1
70205771.0,0.0,16.08,ISCED level 3,11.0,57.64,Native,Did not repeat a  grade,360.0,240.0,240.0,-0.1996,-0.25,-0.95,1.33,10.0,4.0,-0.2325,-0.2224,1.1793,-0.105,0.2377,1.314,0.7198,0.5121,1.0346,-0.3335,0.1915,-0.2934,0.1298,0.1222,-1.0064,0.2705,-0.1532,-0.9391,-1.6139,2.0054,1.1448,0.8794,0.4021,0.7181,1.0359,1.2379,1.6052,-0.3581,0.2024,0.9289,-0.1577,1.3734,0.3018,-0.7823,0.7036,-0.3869,0.2414,0.7323,1.4987,1.1291,0.1886,-1.2188,-1.3048,38.0,0,626.8457,574.6961,583.3552999999999,594.9657000000001,0,1
70202495.0,0.0,15.58,ISCED level 3,11.0,44.08,Native,Did not repeat a  grade,210.0,175.0,210.0,-0.2361,-0.94,0.59,1.33,10.0,9.0,0.2225,-0.5273,0.0477,1.2943,-0.0424,-0.4377,-0.2546,0.7743,-0.6576,0.5102,0.836,0.1744,-1.1285,-0.5485,0.409,0.2705,-0.6142,0.6012,0.0083,0.7871,-0.1015,0.3335,-0.0614,0.5761,-0.0725,-0.0549,-0.4982,-0.8702,-0.8312,-0.4401,-0.1577,0.291,-0.3184,-0.7823,0.2508,0.7808,1.0468,-0.0186,0.0537,0.0979,0.5149,-1.2188,0.2858,78.0,1,551.156,539.7214,560.517,550.4648000000001,0,0
70202362.0,0.0,15.42,ISCED level 3,11.0,65.12,Native,Did not repeat a  grade,600.0,600.0,480.0,-0.5848,-1.64,-0.18,-0.5,6.0,8.0,-1.2655,-0.7222,-1.3835,-0.349,-1.6117,1.314,-0.5066,-0.3253,1.0346,-2.3003,-1.0467,0.1744,-0.8551,0.1222,1.2658,-0.2888,1.2186,0.6012,-0.6583,0.1956,0.0273,0.1097,0.3444,0.5761,-0.8159,-1.0931,0.2865,0.1686,0.2165,-0.4401,0.2607,0.6303,0.3241,0.2907,0.5653,0.324,0.0953,1.0254,1.4987,0.4506,0.5149,-0.2416,-0.3612,4.0,0,487.8835,498.9202,477.9587,488.25413333333336,0,0
70206290.0,0.0,16.17,ISCED level 3,11.0,26.8,Native,Did not repeat a  grade,540.0,600.0,600.0,-0.6738,1.5,0.59,0.42,10.0,10.0,0.0898,0.2456,1.1793,0.0895,-0.4614,0.7628,-0.1342,0.2012,0.3657,0.5135,0.1888,0.9276,1.5806,1.8839,0.9065,0.2705,1.2903,-1.5068,0.0083,2.0054,0.9982,-0.7592,0.871,1.8524,0.7104,-0.444,1.6052,1.0349,1.1068,0.1662,1.1373,-0.4941,-0.1018,0.1462,0.1344,-0.3209,-0.0597,1.1572,1.9637,1.416,0.4643,-1.2188,0.0477,79.0,0,526.6478000000001,565.6990000000001,550.4843000000001,547.6103666666668,0,0
70205511.0,0.0,15.33,ISCED level 3,16.0,44.08,First-Generation,Did not repeat a  grade,210.0,240.0,240.0,0.0064,-1.64,-1.72,0.42,5.0,8.0,-0.7198,0.5115,-1.0527,-0.349,2.0345,1.314,-0.3882,2.0165,0.2169,0.891,0.8329,1.3209,1.4205,0.8214,-0.416,-0.7816,1.563,1.2992,0.0281,-0.2047,1.1448,0.8794,-0.4836,-0.674,0.086,0.8818,-0.9816,0.2828,0.2881,0.4561,0.8812,0.8345,0.9517,-0.7823,0.5168,0.437,-0.0531,1.4096,1.1808,1.416,2.3635,-0.0096,0.1654,32.0,0,691.5433999999999,702.783,703.0341000000001,699.1201666666666,0,1
70201521.0,0.0,15.83,ISCED level 3,16.0,71.72,Native,Did not repeat a  grade,240.0,240.0,0.0,0.655,-1.64,-0.95,-1.41,7.0,8.0,-0.0863,-0.7222,-0.5492,-0.1536,0.2377,1.314,-0.5072,0.5121,-0.6576,0.5102,0.1041,0.1744,-0.2704,0.1222,0.409,0.8232,0.6912,0.6012,-0.6583,0.1956,-0.1015,-0.2006,-0.0614,1.8524,0.1904,-0.4444,-0.2845,-0.1791,0.0168,-0.4401,-0.1577,0.291,-0.5707,0.2907,-1.4311,-0.2008,-1.7161,-0.0186,0.0537,-0.7287,-0.4252,-1.2188,0.0098,4.0,0,420.6958000000001,402.1030999999999,395.1368,405.97856666666667,1,1
70204387.0,0.0,15.42,ISCED level 3,13.0,52.4,Native,Did not repeat a  grade,175.0,210.0,210.0,0.1196,1.5,0.59,1.33,6.0,7.0,0.0244,-0.779,1.1793,0.0895,0.0953,-0.9734,-1.3309,0.5121,-0.6576,-0.62,-0.5786,-0.8262,-0.4556,0.1222,0.409,0.8232,0.2865,-0.9391,1.0844,1.2643,-0.1015,0.4637,-0.0614,0.1123,0.4346,-0.837,0.2865,0.879,-0.5994,0.4561,-0.7582,1.5292,0.1952,1.1928,-0.0602,0.2483,0.3505,0.3728,-0.7467,-0.2274,0.236,-1.2188,0.2858,28.0,1,526.9986,488.2101,498.951,504.7199,0,0
70203011.0,0.0,15.67,ISCED level 3,11.0,75.67,Second-Generation,Did not repeat a  grade,300.0,210.0,300.0,0.5321,0.45,0.98,0.42,10.0,6.0,0.6623,0.6836,1.1793,0.333,-1.3975,-0.9422,-2.1693,0.7743,0.2169,-1.7115,-0.5786,-1.4401,1.2316,0.1222,-0.0697,-0.4021,0.6912,0.6012,-1.1507,0.1956,1.1448,0.1097,0.8236,0.5761,0.6501,0.4237,0.2865,1.3485,0.6814,0.4165,-0.09045,0.291,0.0348,0.2907,-0.0061,0.0579,0.4414,0.1427,0.0537,0.0979,0.1419,0.4165,0.5848,63.0,1,534.5722000000001,550.4378,607.5053,564.1717666666667,0,1
70201073.0,0.0,15.42,ISCED level 3,16.0,75.54,First-Generation,Did not repeat a  grade,360.0,180.0,360.0,0.967,-0.6,0.98,0.42,8.0,6.0,0.4506,1.3032,1.1793,0.333,2.0345,1.314,1.1049,2.0165,1.0346,0.5102,1.323,0.1744,0.638,0.1222,-0.0697,0.2705,0.6912,0.6012,0.0083,0.1956,1.8164,1.8905,-0.0614,0.5761,2.3535,2.3015,1.1479,0.1686,0.4107,0.9289,-0.1577,0.291,-0.3184,-0.7823,-0.1633,-0.2519,0.5385,0.2919,0.0537,0.0979,0.1051,-0.5374,-1.3048,76.0,1,708.7260999999999,625.0157,677.8475999999999,670.5297999999999,1,1
70204059.0,0.0,16.0,ISCED level 3,13.0,29.81,Native,Did not repeat a  grade,800.0,800.0,560.0,-0.4546,-0.94,-1.34,-1.41,9.0,7.0,-0.359,-1.8518,1.1793,0.0895,-0.4003,-0.2023,-0.0424,0.7743,0.5029,0.5102,2.0073,0.636,1.0123,0.1222,-0.0697,0.2705,0.6912,0.6012,-0.6583,0.7871,-0.1015,-1.2319,1.1262,0.5761,-0.2475,-0.9364,0.4036,-0.0081,-0.6729,-0.4401,-0.1577,0.6105,-0.3184,0.8233,0.4033,0.05,0.0637,0.1427,0.0537,2.0258,0.5149,-0.3136,0.2858,32.0,0,543.9313,546.0681999999999,510.2058,533.4017666666666,0,0
70206646.0,0.0,15.42,ISCED level 3,11.0,71.72,Native,Did not repeat a  grade,315.0,280.0,315.0,0.6072,-1.29,-1.72,-0.5,8.0,7.0,1.3161,-0.8534,0.0477,1.8669,-1.2275,0.7628,-0.0424,0.5121,-2.4468,2.0871,2.0073,-0.8547,-0.4042,-1.0985,-0.524,0.8232,1.0326,0.6012,-1.4003,2.0054,-0.1015,1.4083,-1.3557,-1.2438,-0.1856,-0.2736,-1.2463,-0.085,-0.1629,-1.2257,-1.1413,-1.1834,0.3241,1.1928,0.4714,0.5133,0.1134,0.6894,0.0537,0.0979,-0.7557,-1.2188,0.2858,26.0,0,509.4245000000001,418.8572,381.9123,436.7313333333333,0,0
70203216.0,0.0,16.25,ISCED level 3,11.0,57.64,Native,Did not repeat a  grade,210.0,175.0,210.0,-0.1714,-1.64,-0.57,-0.04,9.0,8.0,0.1555,0.0736,1.1793,-0.1536,0.5409,-0.2023,-0.7598,0.7743,-0.6576,0.5102,0.4572,-0.2934,0.2694,-1.0985,-0.0697,0.2705,0.6912,0.6012,-1.1507,-0.2661,-0.1015,-0.9823,-0.0614,0.2342,0.5584,2.3015,0.2865,1.9097,0.2165,-0.0914,-0.1577,0.5049,1.4685,-0.7823,-0.1788,0.4157,1.0669,-0.1842,0.0537,-0.3173,0.5149,-0.1802,-0.5014,15.0,0,618.2687,512.165,498.4531999999999,542.9623,0,0
70206236.0,-1.0,15.5,ISCED level 3,13.0,71.72,Native,Did not repeat a  grade,360.0,210.0,240.0,0.3121,-0.25,-0.57,-0.04,7.0,9.0,-0.3283,0.4692,0.0477,-0.1536,1.0573,0.7628,1.0067,0.5121,0.5029,0.8328,0.836,0.1744,-0.0996,-0.7391,1.2658,1.2958,-0.6142,0.6012,0.0281,0.4352,0.0273,0.4637,-0.0328,-0.094,0.2214,0.2244,0.4422,-0.2045,-1.0822,-0.164,-0.1577,-0.0311,-0.9747,-0.7823,1.468,0.8384,0.1981,-0.8604,0.3423,0.0979,0.5149,0.3701,0.2858,68.0,1,600.6908999999999,530.2528,543.3177,558.0871333333333,0,0
70200976.0,0.0,15.58,ISCED level 3,16.0,65.25,First-Generation,Did not repeat a  grade,300.0,300.0,120.0,0.0409,-1.64,-1.72,-1.41,9.0,9.0,-1.2974,-0.2883,-2.2417,-0.8794,-0.1279,-0.2023,-0.0424,2.0165,-1.2905,-0.4364,-1.0467,-0.3689,1.0239,-0.6451,0.479,0.2705,1.1473,-0.2119,-2.5375,-0.5707,-0.7233,-1.8939,0.4558,-1.2438,-2.7142,-1.0126,-0.8141,-1.0506,-1.5237,-1.8116,-0.981,-0.1075,-1.5822,0.2907,0.3851,-1.0175,-0.4547,-1.0101,0.8144,0.7841,-0.722,-0.5374,-0.64,25.0,0,425.63,385.95880000000005,321.1585,377.5824333333333,1,1
70203587.0,0.0,15.83,ISCED level 3,16.0,65.25,Native,Did not repeat a  grade,350.0,210.0,210.0,0.9637,-1.64,-1.72,-1.41,9.0,10.0,0.2596,0.3435,1.1793,0.1216,-0.0424,-1.1481,-1.0988,0.7743,1.0346,0.5102,0.4572,0.1744,-0.1162,0.1222,1.2421,1.6524,0.6912,-0.9391,-0.6583,0.1956,-0.1015,0.4637,-0.0614,1.8524,0.1904,-0.0549,-0.4982,-0.8702,-0.8312,-1.4721,-0.1577,0.291,-0.7814,-0.7823,0.0627,1.1547,1.3592,-0.0186,-0.3734,0.0979,0.5149,-1.2188,0.2858,65.0,1,381.1796000000001,424.391,354.88609999999994,386.8189,1,0
70200096.0,0.0,15.67,ISCED level 3,13.0,57.64,Native,Did not repeat a  grade,320.0,220.0,400.0,0.5139,0.45,0.21,1.33,10.0,6.0,0.828,0.1173,1.1793,1.8669,0.6499,0.7015,0.0836,0.3993,0.3622,0.6521,0.836,0.9276,0.5572,-0.5485,-1.126,0.2705,1.4734,0.6012,-1.1507,1.1811,0.5693,-0.2459,0.0018,0.9703,0.282,0.2548,-0.0361,1.1945,0.1739,0.9289,1.4339,1.2123,0.0348,-0.7823,-0.0541,0.0259,-1.7161,0.4821,0.9944,2.0258,0.6455,-1.2188,0.1248,68.0,1,601.7672,611.5759,603.9551,605.7660666666667,0,0
70200693.0,0.0,16.08,ISCED level 3,16.0,75.67,Native,Did not repeat a  grade,660.0,360.0,720.0,0.824,0.1,0.59,0.87,10.0,9.0,0.3941,0.2938,0.0477,1.8669,0.4922,-0.7366,-0.8338,0.7743,0.6402,-0.3302,0.5464,-0.8262,0.5572,0.1222,0.9065,-0.2888,-0.6142,0.6012,-0.6583,-0.5707,-0.6545,0.8207,-0.4684,-0.094,0.3511,-0.0549,-0.0361,1.9097,-0.4781,0.9289,-0.1577,0.291,-0.5707,-0.7823,0.4838,0.1287,0.402,-0.2057,0.9868,1.4683,0.7595,1.0418,-0.4809,60.0,1,627.3378,672.1442999999999,664.8222,654.7680999999999,1,1
70204896.0,0.0,16.25,ISCED level 3,16.0,75.54,Native,Did not repeat a  grade,450.0,300.0,700.0,0.6364,-0.25,1.36,0.42,7.0,5.0,0.0463,-0.0462,0.0477,0.0895,1.3671,-0.013,0.3737,0.7743,0.2169,-1.1882,0.4572,0.1744,1.4205,-0.825,0.9065,0.2705,0.444,-0.3047,0.4626,0.2653,-0.1982,1.8905,-1.2799,-0.4684,-0.2302,-1.078,0.678,1.3485,-0.6318,0.4165,1.4598,-0.2186,-2.4306,0.2907,0.3998,0.5133,1.3579,-0.3105,0.0537,-0.2683,-0.1083,1.2369,1.1397,55.0,1,604.4599000000001,623.5628,617.3171,615.1132666666667,1,1
70206470.0,0.0,15.92,ISCED level 3,16.0,27.57,Native,Did not repeat a  grade,1260.0,700.0,1050.0,0.057,0.1,-0.18,0.42,7.0,8.0,0.1254,0.395,1.1793,-0.3918,-0.3697,1.314,-0.1342,0.0728,-0.6576,0.5102,0.4572,0.6797,0.0127,-0.7391,0.795,0.8232,-0.6142,-0.9391,-0.6583,-0.5707,-1.071,1.4083,-1.0746,-0.4347,-1.0927,-1.2833,-1.2463,-0.6379,-1.2212,-1.4721,-0.1577,0.291,-0.7587,1.1625,-0.621,-0.0861,-1.7161,-0.5354,-0.2113,0.0979,0.5149,-1.2188,0.1248,59.0,1,548.0244,483.92790000000014,516.6183000000001,516.1902000000001,1,0
70202469.0,0.0,16.25,ISCED level 3,11.0,25.09,Native,Did not repeat a  grade,140.0,140.0,140.0,-1.1839,0.8,0.59,-0.04,5.0,8.0,-0.8742,0.3435,-0.8532,0.069,-1.2262,0.1597,-0.3275,-0.3253,-1.8624,-0.9999,-0.9282,-0.2366,-0.6483,-1.3543,0.9065,1.0558,-1.1126,1.6762,1.0844,-0.2047,-0.707,0.176,-0.8579,0.9703,0.3455,-0.7517,0.7515,-0.0081,-0.21,0.9289,1.4598,1.0913,-1.0831,1.1625,0.5364,-0.5138,0.0046,1.7629,-1.2677,-1.4732,-2.1763,-0.6098,0.2858,9.0,1,473.04100000000005,461.1399,469.5763,467.91906666666665,0,0
70202166.0,0.0,15.83,ISCED level 3,13.0,27.57,Native,Did not repeat a  grade,480.0,300.0,300.0,-0.23,1.15,-1.34,-1.41,7.0,7.0,0.1582,0.7419,-0.1357,-0.14,-2.7124,0.0297,-1.2475,-0.3253,1.0346,-0.62,-0.5786,-1.2245,1.7513,-0.4089,0.8207,-0.2888,0.202,-0.9391,-0.6583,-0.5707,0.6291,0.1097,0.7251,0.1123,-0.2423,1.246,1.6052,0.922,-0.2729,-0.4401,-0.7103,-0.1169,-0.3184,-0.7823,-0.2611,-0.2769,0.4251,1.3444,1.9637,2.0258,1.0623,-0.5374,0.5889,73.0,1,537.7226,521.1537000000001,530.8109999999999,529.8957666666666,0,0
70205447.0,0.0,16.0,ISCED level 3,11.0,17.53,Native,Did not repeat a  grade,300.0,180.0,360.0,-0.7748,-0.25,-0.57,0.42,10.0,6.0,0.427,0.2039,0.031,1.2943,0.2108,0.7628,-0.0424,0.7743,-0.6576,0.5102,0.836,0.1744,-0.2704,-0.825,0.9065,0.2705,0.6912,0.6012,-0.6583,-0.2047,0.487,0.052,-0.0614,0.5761,0.418,1.2584,0.3256,0.4706,-0.0237,0.9289,0.6882,0.291,0.6818,-0.7823,-0.2062,-0.4215,-0.0843,0.3077,-0.8044,0.7428,-0.3389,-1.2188,-0.4809,65.0,1,659.8335999999999,648.6333999999999,679.2522,662.5730666666666,0,0
70203759.0,0.0,15.58,ISCED level 3,8.0,26.8,Native,Did not repeat a  grade,240.0,240.0,240.0,-1.9108,-0.6,-1.72,-1.41,8.0,4.0,-1.6966,-0.779,-0.3792,-1.146,-0.297,1.314,1.8202,-0.3253,-1.3914,-0.3335,2.0073,0.1744,0.8628,0.1222,0.409,1.2958,0.202,0.6012,1.0844,-0.5707,-0.1015,0.4637,-0.4684,0.2224,-0.1856,-0.0549,0.2865,-0.0081,-0.8312,-0.4401,0.2266,0.291,-0.5707,0.1462,-0.8446,-0.5415,-1.7161,-0.0186,0.0537,0.0979,-0.4446,-1.2188,0.4814,66.0,1,456.3074,464.6561,486.5652,469.1762333333333,0,0
70205133.0,0.0,16.25,ISCED level 3,11.0,44.08,Native,Did not repeat a  grade,240.0,240.0,0.0,-0.8325,-0.25,-1.72,-1.41,5.0,8.0,-0.3822,0.2938,0.0477,-0.3918,-1.0714,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,-0.1042,-1.0985,0.9065,1.2958,-0.6142,-0.9391,-0.6583,0.1956,-0.1015,-0.687,1.6438,1.8524,-0.9477,-1.4486,0.2865,-0.8702,-0.8312,0.9289,0.5494,2.6335,-0.4493,-0.7823,-3.594,-2.2971,1.3592,-0.1842,0.0537,0.0979,0.5149,-0.2449,-1.2662,30.0,1,365.6842,339.1412,372.2132,359.0128666666667,0,0
70205626.0,0.0,15.5,ISCED level 3,16.0,57.64,Native,Did not repeat a  grade,300.0,180.0,540.0,1.3147,0.45,-1.34,0.87,9.0,6.0,1.8305,0.6836,1.1793,0.6901,0.7058,-2.1621,-0.2996,-1.6391,-1.1847,-2.3003,-0.6894,-0.8262,1.1914,1.2374,-1.8876,-1.272,2.0378,-0.4213,1.0844,-0.5707,0.9982,1.8905,0.3315,0.2224,0.1904,0.3448,0.0614,1.9097,-0.7351,0.9289,0.8342,1.7487,-1.5109,0.1462,0.4062,1.2569,1.7327,1.1572,0.1955,1.7465,0.5251,0.7306,1.4943,61.0,1,681.2963,674.7994000000001,672.9918999999999,676.3625333333333,1,1
70204307.0,-1.0,15.42,ISCED level 3,11.0,29.73,Native,Repeated a  grade,180.0,240.0,240.0,-1.1765,-0.25,-1.72,1.33,6.0,4.0,-1.098,-1.8518,-0.0531,-0.3918,-0.0424,1.314,0.0836,0.7743,1.0346,-0.6163,0.1915,0.1744,0.5572,-0.4089,0.9065,0.2705,0.6912,0.6012,1.0844,0.4352,0.6291,0.8207,-0.7622,0.5761,-0.2302,-0.7086,0.4422,0.922,-0.2729,-0.164,-0.1577,0.291,-0.3184,-0.7823,-0.105,0.1921,-0.2142,-0.2057,-0.9065,-0.9806,0.098,-1.2188,0.0477,72.0,1,479.7259,491.5133000000001,522.7629,498.00070000000005,0,0
70204628.0,0.0,15.83,ISCED level 3,11.0,52.4,Native,Did not repeat a  grade,240.0,210.0,210.0,-0.4577,0.45,0.59,0.42,5.0,9.0,-0.3926,-1.8518,1.1793,-0.3918,-1.0963,0.7628,-0.7874,-0.3253,-2.4468,0.9614,0.4572,-0.8405,-0.0859,0.1222,0.409,-0.5536,-1.36,-0.3047,0.443,0.1956,0.9982,0.052,0.7657,0.9703,0.0726,-0.0698,1.6052,-0.0081,1.4543,-0.0914,0.5582,0.4528,-0.2133,0.7703,0.7335,-0.1631,-0.2993,1.4096,-0.1112,2.0258,2.3635,-1.1319,-1.1627,67.0,0,565.9143,525.2732,503.1531000000001,531.4468666666667,0,0
70204532.0,0.0,16.17,ISCED level 3,11.0,25.39,Native,Did not repeat a  grade,210.0,240.0,240.0,-0.7951,-0.94,1.36,1.33,9.0,7.0,0.0262,-0.0664,1.1793,0.0895,-1.0963,1.314,0.0836,-0.3253,-0.6576,0.5102,0.1915,0.1744,0.1298,0.1222,-0.0697,0.2705,0.6912,0.6012,1.0844,0.1956,-0.6545,0.4637,-0.0614,-0.4347,0.1904,-0.0549,-0.4982,-1.0235,-0.8312,-1.4721,0.2607,-0.1169,-0.5707,1.7669,0.2322,-1.0216,-0.5029,-0.0186,0.0537,0.0979,0.5149,0.0266,0.3207,38.0,0,632.2383,637.7862,635.0406999999999,635.0217333333334,0,0
70200780.0,0.0,15.83,ISCED level 3,13.0,57.64,Native,Did not repeat a  grade,420.0,360.0,480.0,0.2564,1.15,-0.18,-1.41,8.0,5.0,-0.102,-0.6167,0.0477,0.6901,-0.0424,-0.6262,-0.5066,-0.3253,-0.6576,-0.62,-0.0791,-0.3449,-0.4423,0.1222,0.9065,-0.7816,0.0866,0.6012,-0.6583,0.7871,1.1448,-1.2792,1.1262,0.1123,0.0918,-0.0549,0.0915,0.0757,0.4613,0.1662,0.36,0.291,0.6818,0.8233,0.0019,0.5326,-0.114,-0.8244,-0.5795,-0.5481,-0.4203,0.3701,-0.1228,24.0,0,638.4376,623.7653,599.9877,620.7302,0,0
70206609.0,0.0,16.0,ISCED level 3,11.0,29.73,First-Generation,Did not repeat a  grade,210.0,280.0,280.0,-1.5913,-1.29,0.98,-1.41,7.0,7.0,-1.9115,-1.8518,-1.2222,-0.94,-0.417,0.6259,0.2336,0.2012,-0.6576,0.3812,1.1813,0.1744,-1.9715,-0.6712,1.3688,1.6524,0.6912,0.8565,1.0844,0.3709,0.5693,0.176,-0.0614,0.5761,0.6564,0.6837,0.4036,1.9097,1.0852,0.9289,2.0513,0.2708,0.3018,1.2618,-2.0821,-2.2971,-0.0262,0.131,0.0537,0.0979,0.5149,-1.2188,-1.3048,6.0,0,528.6063999999999,471.5284,429.5217,476.5521666666666,0,0
70206380.0,0.0,16.0,ISCED level 3,13.0,73.91,Native,Did not repeat a  grade,850.0,510.0,1530.0,0.5281,-1.29,-0.57,0.42,7.0,7.0,-0.102,-1.2659,-0.6853,0.3875,-0.5964,-1.8485,-2.9425,-0.6555,-1.3914,-1.515,-1.4537,-1.0346,-2.7114,-2.4403,2.7752,-1.272,0.8711,-0.9391,0.0281,0.2653,-1.7067,1.8905,-0.7993,-0.8444,0.5773,-0.9343,-1.2463,-0.6862,-1.1661,-1.2781,0.1674,-0.5037,-0.4509,0.1462,-0.8916,-0.2815,-0.7644,-0.691,-0.9065,-0.9806,-0.2246,-1.2188,-0.314,60.0,0,658.8919,634.5652,688.0568,660.5046333333333,0,0
70205831.0,0.0,16.08,ISCED level 3,16.0,75.54,Native,Did not repeat a  grade,225.0,180.0,225.0,0.8555,-0.6,-1.34,-0.04,7.0,7.0,0.2993,1.3032,1.1793,-0.1536,0.2108,1.314,1.8202,2.0165,-0.6576,0.5102,2.0073,1.8245,-0.1542,-0.825,0.9065,1.6524,0.6912,0.6012,1.0844,-0.2047,-0.1015,0.1097,-0.0614,0.5761,0.3511,-0.0549,0.2865,0.1686,0.2165,-0.164,-0.1577,0.291,-0.7814,-0.7823,-0.7229,0.4177,0.2571,-0.1842,0.0537,-0.3173,0.5149,-1.2188,0.2858,26.0,0,632.825,555.1978999999999,573.8738999999999,587.2989333333333,0,1
70202952.0,0.0,16.08,ISCED level 3,11.0,25.39,Native,Did not repeat a  grade,150.0,150.0,150.0,-1.1049,-1.64,-1.72,-1.41,11.0,10.0,-1.0826,-1.2659,-1.4781,-1.47,-0.0424,-1.1481,-1.0988,-0.3253,-1.5824,-2.3003,-0.5786,-2.2177,-0.1542,0.1222,-0.0697,0.2705,-0.6142,-0.9391,-1.1507,0.1956,-1.3692,-0.3799,-0.0614,-0.4347,-0.2359,-1.0198,-1.2463,-0.8702,-0.8312,-0.4401,-0.1577,-0.1635,-0.6586,0.7703,-0.1486,0.5133,0.7849,-0.0186,0.0537,0.0979,0.5149,-1.2188,2.4969,27.0,0,589.8129,520.0517000000001,556.7497999999999,555.5381333333333,0,0
70200366.0,0.0,16.08,ISCED level 3,11.0,23.41,Native,Did not repeat a  grade,360.0,180.0,360.0,-0.8144,-0.6,0.59,-1.41,10.0,3.0,-0.2415,-0.5273,-0.6947,0.3875,-0.0424,-0.2023,-0.0424,0.7743,0.2169,-0.3644,0.4572,0.1744,-1.3214,-0.849,-0.6311,0.2705,-0.043,-0.9391,-0.6583,-0.2047,-1.071,0.4637,-1.2865,-0.4347,-1.0927,-0.6316,-2.4881,-0.8702,-0.8036,-1.4721,-1.0641,0.291,-0.5582,-0.7823,-0.1684,0.1946,0.2917,-0.0186,0.1782,0.0979,-0.7345,-1.2188,0.2261,34.0,1,653.0127,572.6872999999999,603.9566,609.8855333333332,0,0
70202808.0,0.0,15.83,ISCED level 3,16.0,76.98,Native,Did not repeat a  grade,780.0,600.0,840.0,0.6139,1.5,1.36,1.33,11.0,7.0,-0.9924,0.8549,1.1793,-2.1828,-1.0963,-0.2023,0.3183,0.5121,-0.6576,0.5102,-0.5786,0.1744,0.3568,0.1222,-0.524,-1.272,-0.6142,-0.9391,-0.6583,-0.5707,-0.1015,0.1097,-0.5176,0.8753,0.0043,-0.0549,-0.0478,0.1686,0.2165,-0.4401,-0.1577,-0.2186,-0.3184,-0.7823,0.0188,1.2521,0.5458,-0.0186,-0.7864,-0.3623,-0.4125,-1.2188,0.2402,21.0,0,613.0668000000001,624.1890000000001,668.8171,635.3576333333334,0,1
70205691.0,0.0,15.67,ISCED level 3,16.0,73.91,Native,Did not repeat a  grade,360.0,210.0,360.0,0.9108,0.45,0.21,1.33,10.0,8.0,0.3574,0.0736,-0.5813,1.8669,0.6019,-0.5197,-1.0692,-0.3253,-0.6439,0.7869,0.836,0.8674,0.2164,-1.2669,1.1604,0.7192,1.563,-0.1855,0.0281,-1.3427,0.6291,0.8794,-0.5325,0.1447,-1.5948,-1.0687,-0.7305,-0.4495,-1.3903,-0.4401,0.4052,0.0182,-0.4552,-0.7823,-0.1873,0.7469,0.6322,0.4919,-1.1053,-1.1711,-1.3096,0.2377,0.981,34.0,1,568.8924999999999,615.1993,605.4858000000002,596.5258666666667,1,1
