CNTSTUID,GRADE,AGE,ISCEDL,PARED,HISEI,IMMIG,REPEAT,MMINS,LMINS,SMINS,ESCS,UNDREM,METASUM,METASPAM,ICTHOME,ICTSCH,HOMEPOS,CULTPOSS,HEDRES,ICTRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,RESILIENCE,MASTGOAL,GCSELFEFF,GCAWARE,INTCULT,PERSPECT,COGFLEX,RESPECT,AWACOM,GLOBMIND,BELONG,BEINGBULLIED,ENTUSE,HOMESCH,USESCH,INTICT,COMPICT,AUTICT,SOIAICT,ICTCLASS,ICTOUTSIDE,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,"Is_MISCED_5A,6","Is_FISCED_5A,6"
70200276.0,0.0,16.25,ISCED level 3,13.0,44.08,Native,Did not repeat a  grade,315.0,210.0,350.0,0.1711,0.45,-0.18,1.33,9.0,9.0,0.2374,-0.1239,1.1793,0.6901,0.4922,1.314,-0.4616,-0.3253,-0.6576,-0.0042,2.0073,0.6797,-0.1542,0.1222,-0.0697,-1.272,0.6912,0.6012,1.0844,-0.2047,0.7068,1.8905,-0.8109,1.4751,1.1531,-0.2736,-0.4982,1.1945,0.2165,0.9289,-2.7948,0.291,-0.3184,-0.7823,-0.4703,-0.8692,-0.2457,-0.0186,-0.5067,0.0979,-0.7345,-0.1651,-1.3048,31.0,1,647.5119000000001,649.23,660.9529,652.5649333333334,0,0
70202212.0,0.0,15.92,ISCED level 3,11.0,57.64,Native,Did not repeat a  grade,240.0,150.0,330.0,-0.45,1.5,-1.34,0.42,9.0,7.0,-0.5828,0.0902,1.1793,-1.146,0.871,-0.2023,-1.0499,-1.1311,1.0346,0.5102,0.4572,1.8245,1.0123,0.1222,0.9065,0.2705,0.6912,0.6012,-0.6583,0.1956,0.6291,0.4637,0.3858,1.2329,0.9128,0.2145,-0.076,-0.4441,-0.8497,0.4561,-0.534,-0.4169,-0.0358,-0.7823,-0.363,-0.3487,0.1689,-0.0186,-0.9457,-0.2683,-0.1083,-1.2188,-0.1617,28.0,1,687.1475,635.3480000000001,643.1831,655.2262000000001,0,0
70204715.0,0.0,16.0,ISCED level 3,16.0,73.91,Native,Did not repeat a  grade,700.0,250.0,700.0,0.7215,-0.94,0.59,0.42,7.0,8.0,-0.2133,-0.779,-0.3433,0.3509,-0.0424,-0.3172,-0.0418,0.5121,-1.2947,0.5102,-0.5786,-0.6079,-0.4556,0.1222,0.409,0.2705,-0.6142,-1.6004,-1.1507,-0.9372,-1.071,0.4637,-1.321,0.5761,0.1904,-0.0549,0.2865,0.1686,-0.3812,0.9289,0.1943,0.291,-1.186,1.4721,0.8513,-0.6429,-0.8793,-0.3875,0.0537,0.0979,0.5149,-0.6454,-1.3048,25.0,0,496.5468,526.6472,439.3808,487.5249333333333,0,1
70204096.0,0.0,16.08,ISCED level 3,16.0,73.91,Second-Generation,Did not repeat a  grade,400.0,200.0,400.0,0.669,-0.6,0.59,1.33,6.0,6.0,0.0273,-0.1239,1.1793,-0.3918,0.3022,-0.2023,-0.5066,-0.3253,-0.6576,0.5102,-0.5786,0.1744,0.5405,-0.825,0.409,0.2705,0.6912,-0.9391,-0.6583,0.1956,0.5693,-0.2006,0.3858,0.0006,-1.3121,-0.943,-0.611,-0.085,0.0168,-0.4401,-0.1577,-0.7252,-1.1206,1.1625,-0.3681,-0.4273,-1.0595,-0.0186,-0.5067,0.0979,0.5149,-0.6454,-1.3048,24.0,0,718.7622,696.6235,680.6701999999999,698.6853,1,1
70206547.0,0.0,15.75,ISCED level 3,16.0,72.94,Native,Did not repeat a  grade,315.0,225.0,360.0,0.9753,-0.25,0.21,-0.5,8.0,5.0,0.6234,0.0736,1.1793,0.9144,-0.8179,-1.1481,-0.5066,0.7743,-1.1847,-0.203,0.4599,-0.2937,0.0127,0.1222,0.9065,0.2705,2.0378,1.6762,-1.4003,-2.345,0.0273,-0.2006,-0.8109,-0.2151,1.6463,0.7089,1.6052,1.1388,0.7724,-0.4401,1.4598,-0.5056,-0.4415,0.7703,0.6668,1.2896,-0.009,-0.1842,0.1782,1.1291,2.3635,0.0103,1.0415,16.0,0,629.901,642.1053999999999,641.1894,637.7319333333334,1,1
70201693.0,0.0,15.83,ISCED level 3,16.0,51.01,First-Generation,Did not repeat a  grade,180.0,180.0,180.0,-0.0999,0.1,0.59,-1.41,7.0,7.0,-1.0247,-0.2224,0.0477,-1.47,0.4922,0.7015,0.3183,0.2682,1.0346,-0.0999,0.836,0.5665,-0.6278,-0.7133,1.1604,2.21,1.4734,0.6012,1.0844,-0.2661,-0.1982,1.0109,-1.5166,0.1123,0.8873,1.6246,-0.4982,0.0757,-0.4907,-0.054,0.1833,-0.9489,-1.0144,0.2907,0.1717,0.334,-0.1036,-2.9336,0.8404,0.0979,0.0273,-0.2416,-1.3048,32.0,1,520.6052,457.3345000000001,450.1546,476.0314333333334,0,1
70205468.0,0.0,15.42,ISCED level 3,16.0,65.25,Native,Did not repeat a  grade,360.0,220.0,360.0,0.2343,0.8,0.59,0.42,4.0,7.0,-0.8453,-1.8518,0.0477,-0.94,-0.4186,-0.2023,-0.5072,0.5121,-0.6576,-0.0073,0.4572,-0.2934,-0.3875,-0.5485,0.409,0.2705,0.6912,-0.9391,1.0844,-0.2047,-0.1015,0.052,-0.0614,-1.4165,-0.0595,-0.6124,-0.8141,-0.4441,1.1068,0.9289,0.8961,-0.0287,-0.3184,-0.7823,-0.9644,-0.1343,0.1536,-1.3282,-1.1888,-1.1563,-0.7345,2.4394,-1.3048,34.0,1,538.6971,563.7774999999999,576.5503000000001,559.6749666666667,0,1
70204570.0,0.0,15.42,ISCED level 3,16.0,75.54,Native,Did not repeat a  grade,480.0,480.0,360.0,0.9441,-0.6,-1.34,-1.41,8.0,3.0,0.3626,0.2039,0.0477,0.333,-0.4003,-0.0037,1.1049,0.7743,-0.6576,-0.62,0.4572,0.1744,0.3568,-0.4089,-0.0362,0.7192,-0.2309,-0.9391,-0.6583,0.1956,-0.1015,-0.687,-0.0614,0.5761,-0.1856,-0.5368,0.2865,-0.9396,0.1997,0.9289,-0.5421,0.0713,-0.3184,0.2907,-0.7993,-0.7438,-0.6017,-0.3735,-0.5067,-0.5023,-0.7345,-1.0928,-1.3048,80.0,1,442.2811,446.2241,417.7622,435.42246666666665,0,1
70200761.0,0.0,15.92,ISCED level 3,11.0,26.8,Second-Generation,Did not repeat a  grade,330.0,165.0,550.0,-0.838,0.45,0.21,0.87,9.0,8.0,-0.2981,-0.2224,1.1793,-0.3629,-1.0963,-0.9734,-1.0988,-0.3253,-0.6576,0.0236,0.1041,0.1744,-0.2008,-0.5485,0.9065,-1.272,-0.6142,-0.9391,-1.1507,-0.5707,0.9982,0.1097,-0.0614,-1.0266,-0.3123,-0.0896,0.2865,0.0757,1.0434,0.1707,-0.1577,0.291,-0.8395,-0.7823,0.1259,-0.243,-0.1667,-0.0186,0.0537,-0.2683,0.5149,-1.2188,-1.3048,51.0,0,625.1954,613.3771,619.3421,619.3048666666667,0,0
70202827.0,0.0,16.0,ISCED level 3,11.0,43.33,Native,Did not repeat a  grade,350.0,210.0,385.0,-0.5181,0.1,0.59,1.33,9.0,8.0,-0.1269,-0.2224,1.1793,0.0895,-0.0424,1.314,0.4861,1.3195,0.5029,1.1847,1.1853,1.8245,-0.2704,-0.5485,0.5082,1.2958,0.2865,-0.5107,-0.6583,1.1811,1.8164,1.8905,2.3693,0.676,-0.4064,-0.7229,1.6052,0.6619,-0.2729,0.9289,-0.1577,0.8283,2.7249,0.2907,0.4944,0.419,0.3086,0.5067,1.9637,2.0258,2.3635,2.4394,0.2858,47.0,1,528.4245999999999,531.5847,529.6314,529.8802333333333,0,0
70203590.0,0.0,15.5,ISCED level 3,8.0,75.54,Native,Did not repeat a  grade,240.0,210.0,210.0,-1.0825,-0.94,-1.72,-1.41,8.0,5.0,-1.0194,-1.8518,-0.1357,-0.0298,-2.0985,1.314,1.8202,2.0165,1.0346,1.1543,2.0073,0.5665,1.3098,0.0523,2.101,1.2826,2.0378,1.6762,-0.6506,2.0054,1.8164,-0.729,1.6219,1.8524,0.273,-0.882,1.6052,0.795,-0.9926,0.9289,-0.5122,0.5049,-1.2199,2.1379,-0.2611,0.6765,1.3603,-0.5018,1.1814,0.5241,0.9043,2.3579,2.4221,62.0,0,587.7179,497.1241,477.7495,520.8638333333333,0,0
70203142.0,0.0,16.17,ISCED level 3,11.0,29.73,Native,Did not repeat a  grade,360.0,420.0,480.0,-0.8504,0.8,-0.18,-0.5,4.0,6.0,-0.3274,1.7903,-0.5492,-1.4959,0.6429,-0.4377,-0.2551,0.3993,0.2127,-0.7726,0.1041,0.1744,-0.5262,1.8839,-0.0362,0.2705,-0.6142,-2.1428,1.0844,1.2643,0.5693,0.0208,0.3693,0.3468,-0.0329,0.1663,1.6052,0.1686,-0.2937,0.9289,1.2207,0.893,-0.4415,1.1625,-0.4029,0.3335,-0.2245,-0.0355,0.3423,0.0979,0.5149,-0.5374,0.4004,31.0,1,622.8029,588.6551000000001,712.5996,641.3525333333333,0,0
70201430.0,0.0,16.0,ISCED level 3,16.0,79.49,Second-Generation,Did not repeat a  grade,1870.0,850.0,850.0,0.8166,-1.64,0.21,0.42,6.0,2.0,-0.0088,-0.1558,-0.5492,0.6901,-1.363,-0.3673,-0.2546,0.7743,-0.6576,-0.62,0.1915,0.1744,-0.4886,0.8552,0.9315,1.6524,0.6912,-0.9391,1.0844,-0.4112,1.1448,-0.7985,-0.0614,0.5761,0.1904,0.1578,0.2865,-1.7137,0.2165,-2.1937,2.0513,-0.8701,-1.0696,1.1625,-1.0106,0.3225,0.7849,0.3728,1.9637,0.0979,0.5149,2.4394,2.4969,6.0,0,591.5389000000001,496.1065,444.35770000000014,510.66770000000014,1,0
70201366.0,0.0,16.17,ISCED level 3,13.0,57.64,Native,Did not repeat a  grade,630.0,420.0,420.0,0.0134,0.1,0.59,-0.5,6.0,4.0,-0.3548,-0.7222,0.0477,0.0595,0.871,1.314,0.4301,1.1537,1.0346,0.7904,2.0073,0.1744,2.6131,0.402,0.9065,2.21,2.0378,-0.1855,1.0844,0.1956,1.8164,0.4637,0.7872,1.8524,-0.5147,-0.7492,0.9411,0.9953,-0.2891,0.9289,1.145,0.2736,-0.7782,0.7703,-1.0857,-0.4212,-0.2016,0.5099,0.8144,2.0258,0.5149,-0.1799,-1.3048,2.0,1,578.5844,535.0957999999998,556.9625,556.8808999999999,0,0
70204947.0,0.0,15.58,ISCED level 3,11.0,65.12,Native,Did not repeat a  grade,200.0,200.0,240.0,0.0755,-1.64,0.21,1.33,8.0,7.0,0.2947,0.7419,1.1793,-0.3629,0.5409,1.314,1.8202,0.5121,0.6402,2.0871,0.1941,-2.2177,0.5046,1.2374,-0.1817,-0.5536,2.0378,1.6762,1.0844,2.0054,1.8164,1.8905,2.3693,1.8524,0.5059,0.1562,1.6052,1.9097,-0.2595,0.9289,2.0513,1.5292,0.6818,-0.7823,0.3826,-0.0284,0.0723,1.2037,-0.4878,0.3832,-0.0209,0.658,1.1761,44.0,1,579.9386000000001,592.9945,649.6236000000001,607.5189000000001,0,0
70200744.0,0.0,15.92,ISCED level 3,16.0,43.33,Native,Did not repeat a  grade,360.0,480.0,840.0,0.4953,0.45,-0.18,-1.41,9.0,3.0,0.5362,0.6836,1.1793,1.2943,2.0345,1.314,0.4301,2.0165,1.0346,0.5102,0.1067,0.1744,2.0787,0.1222,0.9065,-0.6451,0.6912,0.6012,-0.6583,-0.2661,1.1448,-0.0845,1.6438,0.8347,1.0757,0.6367,1.6052,0.6686,0.0168,0.9289,-0.1577,1.7487,0.6818,-0.7823,0.7652,3.307,0.1795,1.7629,0.0537,1.416,0.5149,-1.2188,-1.3048,59.0,1,594.6930000000001,539.5609000000001,617.7952,584.0163666666667,0,1
70200829.0,0.0,16.25,ISCED level 3,16.0,79.49,Native,Did not repeat a  grade,300.0,200.0,600.0,1.2412,1.5,1.36,1.33,9.0,7.0,0.8008,0.5471,1.1793,0.333,0.8946,0.7015,0.6532,-0.3253,0.2127,0.5102,0.4546,0.1744,-1.0555,0.1222,-0.0362,-1.272,-0.2309,0.6012,0.0281,-0.9792,-0.8174,-0.13,0.3618,-1.2137,2.3535,0.6054,-0.9442,0.6619,-0.402,0.9289,2.0513,-0.7481,-0.5928,-0.7823,-0.1028,-0.2094,-0.123,0.7447,1.2859,-0.5023,-0.9959,-0.1954,0.538,38.0,0,740.9909,732.3134,727.0915,733.4652666666667,0,1
70201644.0,0.0,16.0,ISCED level 3,11.0,71.72,Second-Generation,Did not repeat a  grade,420.0,490.0,420.0,0.0565,0.8,-1.34,1.33,9.0,10.0,0.0147,-0.8939,-1.0752,0.3875,-1.2262,0.1924,-2.9425,0.2012,1.0346,-0.9225,0.3695,0.8874,1.0123,-0.825,1.3451,1.0453,-1.2276,-0.1855,1.0844,0.849,0.9982,-0.0845,-0.7737,-0.7453,-0.1708,-0.505,1.6052,-0.8702,-0.9861,0.9289,-0.1577,-0.3902,-1.0032,1.7316,-0.0097,0.08295,0.1284,0.1427,0.0537,0.0979,0.1419,-1.2188,0.2858,59.0,1,511.7278,518.001,465.6941,498.4743,0,0
70203988.0,0.0,16.0,ISCED level 3,13.0,72.94,Native,Did not repeat a  grade,320.0,160.0,360.0,0.9498,0.45,0.59,1.33,11.0,9.0,1.1314,1.3032,1.1793,1.8669,0.7843,0.2485,-0.2546,-0.3253,1.0346,-0.575,0.1915,-0.2934,0.428,0.1222,-0.556,0.2705,0.6912,0.6012,-0.6583,1.2643,-0.1015,-0.9823,-0.0614,0.5761,-0.0116,0.4114,-0.3856,-0.6081,0.0305,-0.4401,0.9677,0.8345,0.6818,0.2907,0.8047,0.2658,0.3373,-0.3735,0.0537,0.0979,-0.4203,-1.2188,-1.3048,14.0,0,621.1805,638.5676000000001,620.4337,626.7272666666667,0,0
70204674.0,0.0,16.17,ISCED level 3,11.0,52.4,Native,Did not repeat a  grade,200.0,200.0,220.0,-0.0996,1.5,-0.18,0.87,9.0,6.0,0.3918,-0.6167,1.1793,0.6901,0.7843,1.314,0.0054,0.7743,-0.6576,0.5102,0.4572,0.1744,-0.2704,0.1222,-0.0362,-1.272,-0.6142,-0.4213,-0.6506,1.2643,1.8164,0.4637,-0.4684,0.5761,0.0149,-0.2651,0.2865,0.1686,-0.4576,0.9289,-0.1577,-0.5056,-0.3184,-0.7823,-0.4765,-0.1111,-0.2534,-0.0186,0.0537,0.0979,0.0273,-0.0224,-0.7233,12.0,1,580.5451999999999,527.6392,497.794,535.3261333333334,0,0
70200263.0,0.0,15.42,ISCED level 3,16.0,79.49,Native,Did not repeat a  grade,390.0,210.0,360.0,1.3022,0.45,0.59,-0.5,7.0,8.0,0.7447,0.6169,1.1793,0.6901,0.871,-0.0037,0.0836,1.251,0.5029,-0.4683,0.4572,-0.6079,0.5744,0.6994,-0.0697,-1.272,1.1085,-0.1855,0.443,1.2643,0.9982,-0.1748,0.8092,0.5761,-0.9693,-0.5166,-0.7532,1.9097,0.7724,0.9289,-0.4741,-0.2186,-0.3184,-0.7823,-0.3569,0.0633,-0.5462,0.733,-0.579,-0.5753,-1.1106,-0.5374,0.1864,42.0,1,624.1519,598.5028,611.4043,611.353,1,1
70203409.0,0.0,16.0,ISCED level 3,11.0,29.73,Native,Did not repeat a  grade,240.0,240.0,120.0,-0.8049,0.8,0.21,1.33,4.0,7.0,-0.8411,-1.8518,0.031,-0.3918,-0.8408,-0.5575,-0.4621,0.7743,1.0346,-0.9225,0.1067,-0.6413,0.2363,-0.7391,1.2658,1.0453,0.0866,-0.1855,0.0281,1.2643,1.1448,0.8794,-1.0974,1.2329,0.0233,-0.6877,0.3964,-0.2538,-0.5578,-0.0275,0.5582,-0.3494,-0.8273,1.0457,0.2409,0.3213,0.3209,0.8455,-0.3734,0.4719,-0.1083,-1.2188,0.4678,77.0,1,582.3734000000001,650.7695,607.4804999999999,613.5411333333333,0,0
70202694.0,0.0,16.25,ISCED level 3,16.0,52.4,Second-Generation,Did not repeat a  grade,200.0,200.0,225.0,1.3106,-0.25,0.59,-1.41,10.0,9.0,1.3111,1.7903,1.1793,1.2943,2.0345,0.039,0.006,1.1225,1.0346,0.7551,-0.2644,-0.6413,-0.6483,-0.4089,0.409,0.2705,-0.6142,-0.9391,0.0083,0.1956,0.6291,-0.13,-0.8109,0.2668,2.3535,-0.7883,-0.2781,-0.0081,-0.8883,-1.0356,-0.4741,-1.0463,-0.1562,-0.7823,0.06,0.4094,-1.7161,-0.0186,0.0537,0.0979,0.5149,-1.2188,-1.3048,67.0,0,597.7007000000001,488.8419,438.4342,508.3256,0,1
70200939.0,0.0,16.0,ISCED level 3,13.0,57.64,Native,Did not repeat a  grade,480.0,540.0,600.0,-0.2712,0.8,1.36,0.42,8.0,8.0,-0.9958,0.8549,-1.3835,-1.4171,-0.6495,0.385,-0.2546,0.9044,1.0346,0.0205,0.7368,0.9888,0.8628,0.6994,-0.524,-0.4021,1.563,0.9995,0.0083,0.7871,0.5693,0.1097,1.217,0.8347,1.1951,0.6895,1.1479,0.7624,0.2024,0.4561,0.7013,1.1928,0.9683,-0.7823,0.4652,0.8056,0.759,-0.0186,0.0537,0.0979,0.5149,-0.0395,-0.2444,9.0,1,534.4566,508.6581,539.6213,527.5786666666667,0,0
70206801.0,0.0,15.92,ISCED level 3,13.0,72.94,Native,Did not repeat a  grade,175.0,210.0,210.0,0.9502,-0.6,-0.18,-1.41,6.0,5.0,1.0426,0.0736,1.1793,1.2243,0.871,-0.9422,-0.5794,-0.3253,-0.6576,-0.62,-0.5786,0.1744,0.638,-0.4089,-0.0697,0.8232,0.6912,-0.9391,-0.6583,-0.2047,0.5693,0.4637,0.3858,-0.4347,0.0043,-1.4486,0.2865,0.1686,-0.3889,-0.4401,0.2266,0.291,-0.4509,-0.7823,-0.3351,0.5151,0.2687,-0.0186,0.0537,0.0979,0.5149,-1.0384,0.3097,18.0,1,579.5204,536.7646000000001,503.0717,539.7855666666666,0,0
70205352.0,0.0,15.5,ISCED level 3,11.0,72.94,Native,Did not repeat a  grade,315.0,245.0,210.0,0.2785,-0.94,-1.72,0.42,10.0,8.0,0.492,0.2039,-0.3792,1.2943,-0.9389,1.314,-0.3001,-0.0363,-2.4468,-0.2288,0.1915,0.9684,-0.6483,1.8839,0.3787,0.2705,0.6912,-0.9391,-2.5375,2.0054,1.8164,1.8905,-0.4292,1.4751,2.3535,2.3015,1.6052,1.9097,0.9817,0.9289,0.9097,-0.3066,-0.0358,-0.7823,-0.2178,-0.0861,-1.7161,-1.29,1.9637,2.0258,2.3635,-1.2188,-1.3048,51.0,0,526.6943,469.9914,398.6572,465.1143,0,0
70202932.0,0.0,16.0,ISCED level 3,16.0,72.94,Native,Did not repeat a  grade,320.0,240.0,440.0,0.5176,0.45,0.59,1.33,10.0,6.0,-0.33,0.3112,-0.5813,-0.5423,0.2377,1.314,-0.9726,-1.6391,0.2127,-0.103,1.323,-0.3196,-0.1241,0.1222,-0.0697,-1.272,0.6912,0.6012,-0.6506,0.1244,1.1448,-0.862,1.1497,-0.2151,0.821,-0.4535,-1.112,-0.2842,1.0229,0.9289,0.8576,-0.5083,0.1554,0.8615,0.2227,0.5145,0.3222,0.6351,0.8404,2.0258,-0.2423,-1.2188,1.224,9.0,0,744.0892,747.625,784.3728000000001,758.6956666666666,1,1
70203300.0,0.0,15.33,ISCED level 3,11.0,79.49,Native,Did not repeat a  grade,180.0,180.0,360.0,0.198,1.15,-0.18,1.33,8.0,5.0,-0.1209,0.4692,-0.5813,-0.1536,-0.6495,0.7015,0.5467,1.5844,1.0346,-0.6537,0.1888,0.636,0.3746,1.2374,-0.0362,0.7192,0.6912,1.6762,0.4667,0.7871,0.7068,1.4083,0.5306,-0.3507,-1.8529,-0.7229,1.6052,0.8192,0.4107,0.1662,-2.7948,0.3416,0.6987,1.4721,0.2555,0.1846,0.6782,1.1717,0.7148,-1.1645,1.7427,0.3576,0.5591,4.0,0,531.4514,520.4978,521.7855999999999,524.5782666666668,0,0
70204861.0,0.0,15.83,ISCED level 3,13.0,57.64,Native,Did not repeat a  grade,350.0,560.0,700.0,0.4231,-0.6,0.59,0.42,9.0,7.0,0.6448,0.6169,1.1793,0.333,0.9374,1.314,0.6525,0.7743,-0.6576,-0.0073,2.0073,1.8245,-0.2704,-0.5485,-0.0697,1.6524,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,-0.0614,0.5761,0.1904,-0.0549,-0.4982,-0.2045,0.0168,0.9289,0.7331,0.291,0.0595,0.2907,-0.4127,0.0838,0.285,0.1601,0.0537,-0.5023,0.2783,0.2379,0.0889,37.0,0,553.3045,535.9327999999999,534.1732000000001,541.1368333333334,0,0
70201640.0,0.0,15.5,ISCED level 3,11.0,29.73,Native,Did not repeat a  grade,540.0,480.0,360.0,-1.5735,-0.25,-0.57,0.42,6.0,5.0,-1.7294,-1.8518,-0.1357,-0.8794,-2.0663,0.7628,-0.3007,1.5844,1.0346,1.1884,1.1853,0.1744,0.0995,0.1222,0.409,1.0453,0.8711,0.6894,1.0844,-0.733,-0.1015,0.1097,1.111,0.8347,-0.4561,-0.8406,1.6052,0.879,0.208,0.9289,0.9745,0.9987,-1.12,1.7316,0.7985,-0.3883,0.3192,0.3728,0.3414,1.0404,-1.1185,-1.2188,-1.3048,24.0,0,444.765,485.5368,508.4365,479.5794333333333,0,0
70203819.0,0.0,16.08,ISCED level 3,11.0,43.33,Native,Did not repeat a  grade,360.0,180.0,540.0,-0.2616,-0.6,0.21,0.87,8.0,6.0,0.4067,0.2039,1.1793,0.333,1.0573,0.7628,-0.2546,-0.3253,0.2127,-0.1313,0.1915,0.9684,0.3568,1.8839,-1.8876,-1.272,-0.6142,-0.1855,-1.4024,2.0054,-0.1015,1.1422,-0.5176,-1.3162,-0.078,-0.3275,-0.4982,1.9097,0.886,0.9289,2.0513,-0.4821,0.0869,0.8233,0.7151,-0.0111,0.5129,0.733,-0.701,0.7661,-0.3259,0.265,0.5968,20.0,0,638.2738999999999,562.5710999999999,619.8167000000001,606.8872333333333,0,0
70206341.0,0.0,15.58,ISCED level 3,16.0,76.98,Native,Did not repeat a  grade,240.0,300.0,180.0,0.3458,-0.6,-0.18,-1.41,11.0,10.0,-0.7431,-1.8518,1.1191,-1.47,0.871,1.314,1.8202,1.251,1.0346,-2.3003,2.0073,0.5665,-0.4042,1.2374,-0.0362,-1.272,2.0378,-0.9391,1.0844,0.1956,1.1448,1.8905,2.3693,1.8524,0.662,-0.3755,0.2865,0.6087,2.1449,0.9289,-0.5036,-2.8778,-0.1939,0.1462,1.1392,1.1547,1.3592,-0.0186,0.0537,0.4238,-0.1461,-1.2188,-1.3048,45.0,0,499.3294000000001,514.1112,486.3495999999999,499.9300666666666,1,0
70201028.0,0.0,15.42,ISCED level 3,11.0,27.57,Native,Did not repeat a  grade,300.0,210.0,300.0,-1.3206,0.1,0.21,0.42,6.0,8.0,-1.2007,-0.7222,-2.4403,-0.6068,0.6499,0.4394,0.286,0.7743,0.2169,-0.2336,0.7368,1.2662,-0.9016,-1.0985,0.409,0.2705,0.6912,0.6012,0.0083,0.1956,0.0273,0.4637,-0.0614,0.3468,0.1708,-0.0549,0.2865,0.1686,-0.0511,0.4165,-0.09045,0.291,-0.3184,0.2907,-0.3267,0.2134,-0.7578,-0.0186,0.1782,-0.3173,1.1777,-1.2188,0.5965,62.0,0,505.9558,382.0736999999999,372.21990000000005,420.0831333333333,0,0
70206636.0,0.0,16.08,ISCED level 3,16.0,73.91,Second-Generation,Did not repeat a  grade,300.0,200.0,400.0,0.8476,1.15,1.36,1.33,9.0,5.0,0.38,-0.0189,1.1793,0.333,-0.582,-0.3971,-0.9726,-1.1311,-0.9122,-1.7115,-1.4494,-0.3449,-1.793,-0.825,0.9315,1.2958,0.8711,0.6012,1.0844,0.4352,-0.1015,0.8794,-0.401,0.7603,-0.6722,-1.1086,1.6052,0.089,-0.6686,0.4561,0.5193,-0.0287,-0.0811,-0.7823,-0.8125,-0.9274,-1.0595,-0.3315,0.6118,-0.2683,0.2783,-1.2188,-0.0417,19.0,1,616.9077,585.3351,630.3137000000002,610.8521666666667,0,1
70200026.0,0.0,15.42,ISCED level 3,16.0,71.72,Native,Did not repeat a  grade,275.0,220.0,330.0,1.4242,-1.64,-0.18,-1.41,10.0,7.0,1.7312,1.7903,1.1793,1.2943,0.6429,0.3485,0.0836,2.0165,-0.6576,0.2783,0.4572,0.6797,1.0123,0.1222,-0.0697,0.2705,0.0866,-0.4213,-0.6583,-0.5707,-0.1015,0.4637,-0.4684,-0.4347,0.1904,-1.0805,0.1712,-0.6379,-0.6318,0.9289,-0.5229,-0.2585,-1.0013,-0.7823,0.2675,-0.4726,-0.5373,-0.3345,-0.9457,-0.5023,-0.331,-0.6098,-0.2005,62.0,1,676.6346,625.6944,679.0835,660.4708333333333,1,1
70202306.0,0.0,16.25,ISCED level 3,8.0,41.22,Native,Did not repeat a  grade,330.0,150.0,300.0,-1.4195,0.1,0.59,1.33,7.0,8.0,-1.3892,-0.3766,-0.6853,-1.2275,-0.0424,0.481,0.3737,2.0165,-1.3914,0.0236,2.0073,0.1744,-0.2704,-1.0985,-0.0697,0.2705,0.8147,-0.9391,-1.4117,-0.6888,-1.071,0.4637,-1.0974,-1.0266,-1.2136,-0.7447,-1.2463,0.1686,-1.3116,-0.4401,-0.1577,-0.2186,-0.6659,-0.7823,-0.6371,-0.2664,0.2244,-0.0186,-0.8494,-0.5753,-0.5464,0.2764,-0.1063,39.0,1,564.6256,555.4037,584.9488,568.3260333333333,0,0
70205178.0,0.0,16.0,ISCED level 3,16.0,72.94,Native,Did not repeat a  grade,250.0,200.0,200.0,1.1423,0.45,-0.57,1.33,8.0,8.0,0.8648,0.2039,-0.6853,0.7693,-1.0963,-0.2023,-0.2546,-0.3253,-1.5824,-0.6163,0.4572,0.1744,1.3468,1.8839,-1.0064,-1.272,-0.6142,-0.9391,-0.6583,0.4352,-0.1015,0.4637,1.6438,0.3468,0.0043,-0.0549,-0.4982,-0.6862,0.2165,-0.4401,-0.1577,-0.7825,-0.4509,0.7703,-0.4094,-0.6307,-0.0079,2.6672,-0.3734,-0.5023,-0.7345,-1.2188,-0.1781,65.0,1,579.9125999999999,591.3286,608.2434999999999,593.1615666666665,1,1
70202907.0,0.0,16.0,ISCED level 3,13.0,75.54,Native,Did not repeat a  grade,330.0,165.0,495.0,0.9309,0.45,1.36,0.42,9.0,6.0,0.8569,0.0736,1.1793,1.2943,0.6911,1.314,0.7198,2.0165,1.0346,0.4072,0.836,0.9684,0.6735,-0.4089,0.5371,-0.2888,0.202,0.6012,0.0281,-0.5707,0.487,-0.2006,1.111,0.1123,0.2408,0.2548,-0.1483,-0.4742,0.2453,-1.2257,0.5084,0.8802,0.5251,-0.7823,-0.2481,-0.1891,0.1284,0.1427,0.0537,0.0979,0.1419,0.1942,0.0744,39.0,1,673.1431,612.3785,657.8296,647.7837333333333,0,0
