CNTSTUID,EFFORT1,EFFORT2,GRADE,AGE,ISCEDO,PARED,HISEI,MMINS,LMINS,SMINS,TMINS,ESCS,UNDREM,METASUM,METASPAM,ICTHOME,ICTSCH,HOMEPOS,CULTPOSS,HEDRES,WEALTH,ICTRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,ENTUSE,HOMESCH,USESCH,INTICT,COMPICT,AUTICT,SOIAICT,ICTCLASS,ICTOUTSIDE,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,"Is_MISCED_5A,6","Is_FISCED_5A,6"
39203303.0,8.0,9.0,0.0,15.33,General,12.0,30.99,350.0,200.0,200.0,1600.0,-1.1057,0.45,0.21,0.42,6.0,2.0,-0.96,-1.3687,-1.0527,-0.2279,-0.7874,-0.2639,-0.0348,-0.5066,-0.8111,-1.0657,0.5441,-0.2671,-0.6249,-1.1285,-1.8386,1.2421,-1.272,-0.6142,1.6762,1.0844,2.0054,-0.1015,-1.2792,-0.9827,0.1038,-0.0614,0.9703,0.9423,-0.7823,-1.0159,-1.6148,-0.4451,-1.7337,-1.8907,-1.5052,0.0251,-0.2416,-0.8181,52.0,0,589.472,573.4003,519.442,560.7714333333333,0,0
39204493.0,9.0,10.0,0.0,16.17,General,12.0,79.74,250.0,200.0,150.0,1500.0,-0.1402,0.8,0.59,-1.41,7.0,4.0,-0.8734,-0.9329,1.1793,-1.3581,-0.6415,1.0573,-0.1811,0.6525,1.5844,-0.6576,2.0871,-1.4537,1.8245,-1.0555,-0.5485,-0.556,0.2705,0.6912,0.8672,1.0844,0.6314,0.5693,1.8905,-0.6723,0.6502,-0.0614,-0.4347,-1.2605,-0.7823,-0.107,-0.0828,-1.7161,0.9559,0.6648,0.4506,-2.1763,-0.6098,-1.3048,62.0,0,598.3932,526.7625999999999,507.767,544.3076,0,0
39200180.0,8.0,8.0,0.0,15.92,General,16.0,82.41,250.0,250.0,200.0,1550.0,1.2707,0.8,0.59,1.33,10.0,0.0,0.8252,0.326,-0.1357,0.5836,0.8006,0.2108,-0.3673,-0.5066,-1.6391,-1.7671,-0.732,-2.2652,-2.2177,0.3048,0.1222,0.0755,1.0558,-0.043,-1.5068,-2.059,-2.345,-1.034,0.6556,0.9269,-1.566,-2.1837,-2.0701,-0.8053,1.0457,-0.4717,-1.6148,-0.1703,0.8755,-1.3601,1.0063,-0.8037,-0.2416,-0.1617,24.0,0,608.5463,656.628,590.5231000000001,618.5658,1,0
39204001.0,8.0,8.0,0.0,16.08,Vocational,12.0,70.5,200.0,150.0,150.0,1500.0,-0.0274,0.45,-1.34,-1.41,8.0,1.0,-0.1908,-0.3783,-1.6618,0.727,-0.0513,-0.0424,-0.2023,1.8202,-1.6391,-0.6576,0.5102,-2.2652,-2.2177,-0.1119,-2.4403,-1.8876,-1.272,-1.9892,-2.1428,-1.1791,2.0054,-0.1015,-1.8939,-0.4276,-0.5928,-1.1197,-2.5252,0.5251,-0.7823,0.6892,-2.2971,-1.7161,-1.9794,-2.6033,2.0258,-2.1763,-1.2188,-1.3048,26.0,0,395.13430000000005,390.69819999999993,325.9973,370.6099333333333,0,0
39201518.0,8.0,10.0,0.0,16.0,General,16.0,70.5,300.0,200.0,250.0,1600.0,1.1956,0.8,0.98,0.42,9.0,8.0,1.1839,1.1084,1.1793,0.3096,0.3617,1.3671,-0.4082,-0.2551,-1.256,0.6402,-1.037,-0.686,-0.8262,1.4205,0.1222,-0.1483,0.9672,-1.1126,0.6012,0.0042,-0.9792,-0.7233,1.8905,1.243,0.6502,-0.4909,-2.0701,2.7249,-0.7823,-0.5686,-0.5566,-1.7161,1.7629,0.7148,1.3886,0.2783,-0.2905,-0.2005,52.0,1,567.7779,588.7589,542.3675,566.3014333333333,1,1
39206054.0,8.0,9.0,0.0,15.25,General,16.0,53.15,420.0,280.0,210.0,2030.0,0.1252,1.5,0.59,1.33,7.0,0.0,-0.5643,-0.7076,-0.6853,-0.6638,-0.5294,2.0345,-0.2023,-0.5066,-1.6391,-0.6576,1.0419,-0.1716,-1.0615,-0.1542,0.5246,1.3451,0.2705,-0.6142,-0.9391,1.0844,-1.7664,-1.3692,0.8794,-0.9827,-1.566,-1.6588,0.5761,-0.916,-0.7823,-0.7572,-1.2893,-1.7161,-0.7232,-1.1888,-0.9651,-0.7345,-1.2188,-0.2842,17.0,1,637.1195999999999,634.7496,627.089,632.9860666666667,1,1
39205539.0,9.0,9.0,0.0,15.67,General,16.0,39.02,250.0,200.0,200.0,1700.0,-0.0783,1.15,0.98,1.33,7.0,2.0,-0.4091,-0.1825,-0.1357,-0.6999,-0.4987,0.9134,0.7628,-0.1803,-0.1625,-1.5824,0.1808,0.1915,-0.6414,-0.1542,-2.4403,1.2658,0.8232,-0.3035,0.6012,1.0844,2.0054,1.8164,1.8905,1.348,0.1869,-1.028,0.7181,-0.3184,-0.7823,-1.7792,-1.2893,-1.7161,-1.6136,-2.6033,-2.5144,-2.1763,-0.5146,-1.3048,39.0,1,571.9114,584.8149,537.7292,564.8185,0,1
39200723.0,7.0,10.0,0.0,16.17,Vocational,14.0,50.37,150.0,200.0,100.0,1800.0,-0.1102,0.45,1.36,1.33,9.0,5.0,-0.4271,-0.7076,-0.6853,-0.2886,-0.6463,0.4922,-0.0348,-0.0706,-0.8111,1.0346,0.5102,0.5437,1.8245,1.7513,1.8839,-0.524,-0.2888,2.0378,1.6762,0.443,0.7871,1.8164,0.3335,0.4055,1.2386,1.5024,-0.3507,2.7249,-0.7823,-0.9859,-2.2971,-1.7161,-0.7634,-0.9457,-0.3173,-2.1763,-0.5142,-0.6237,54.0,0,532.2765999999999,659.2048000000001,605.5451999999999,599.0088666666666,0,0
39203606.0,6.0,8.0,0.0,16.0,Vocational,12.0,50.15,220.0,220.0,110.0,1600.0,-0.2306,1.15,0.98,-0.04,5.0,1.0,0.2454,0.2036,-1.3835,0.9463,-0.2745,1.4022,-0.1605,0.2336,-0.5551,-0.6576,0.7904,-0.2644,-0.2934,-0.7637,0.1222,0.9065,0.2705,-0.3035,0.6012,-0.6583,0.1956,-0.7233,0.1097,-0.9827,-0.5928,-0.4531,-1.0266,-0.2979,-0.7823,-0.8932,-0.9455,-0.3599,-0.8244,-1.0931,0.0979,-1.2117,-1.2188,-1.3048,31.0,0,498.07880000000006,490.8589,443.9719,477.6365333333333,0,0
39205986.0,6.0,6.0,0.0,16.25,General,12.0,25.95,270.0,225.0,180.0,1530.0,-1.4579,1.15,0.21,-0.5,4.0,2.0,-1.5652,-0.3163,-1.9645,-1.3754,-1.4409,2.0345,1.314,-1.0988,-0.3253,-1.58,-0.1369,0.1067,0.636,0.3206,-0.4089,-1.8876,-1.272,-1.9892,-2.1428,1.0844,-2.345,-0.7233,0.052,-1.2631,-1.1176,-1.4832,-0.4347,-0.6913,-0.7823,-1.8971,-2.2971,-1.0595,-2.9336,-2.6033,-2.5144,-2.1763,-1.2188,-1.3048,80.0,1,380.4498,438.67120000000006,401.4846,406.8685333333333,0,0
39203661.0,4.0,7.0,0.0,16.25,General,16.0,68.7,300.0,150.0,200.0,2050.0,0.3034,-0.94,-1.72,1.33,8.0,3.0,-0.8432,-1.0717,-0.1357,-0.7272,-1.2823,2.0345,-0.5575,-1.1481,-1.6391,-0.6576,-0.3605,-0.4677,-1.6837,-0.8415,-1.0753,2.101,1.6524,-0.6142,0.6012,-0.6583,-0.9792,-1.7067,0.1097,-2.1464,-0.5928,-1.0583,-1.0266,-0.5635,-0.7823,-1.4631,-1.6148,-1.7161,-0.3345,-0.8885,-0.2683,-0.7345,-1.2188,-0.8181,70.0,1,546.3016999999999,524.3768000000001,564.0496,544.9093666666666,0,1
39205080.0,7.0,9.0,0.0,16.0,Vocational,9.0,51.56,150.0,100.0,100.0,1500.0,-1.9373,-1.64,-1.72,-0.5,10.0,2.0,-1.5956,-1.8511,-1.7257,-0.9988,-0.6463,-1.0017,-0.9422,-0.0424,-1.1311,-1.5824,-1.3058,-2.2652,-1.6837,0.4104,-1.0985,-0.0697,1.6524,-0.6142,-0.9391,-1.1664,-0.5707,-1.1187,-0.687,-0.523,-1.6203,-1.4832,-0.6331,-0.6659,0.8233,0.2745,-2.2971,-1.7161,-0.8663,-1.3059,-0.9651,-0.7345,0.6142,-0.314,78.0,0,488.2619,493.9444,452.6835,478.2966,0,0
39203649.0,1.0,5.0,0.0,15.67,General,12.0,43.85,300.0,250.0,200.0,1600.0,-0.7004,0.1,0.98,1.33,9.0,0.0,-0.5812,-0.3783,-1.0118,-0.4834,-0.7874,1.3671,-0.2023,-1.0499,-1.6391,-1.292,-0.2336,-0.5786,-0.7827,0.0127,-2.4403,1.3451,1.2958,-1.9892,-0.9391,-1.6139,-0.5707,-1.3692,0.4637,-0.569,-0.5928,-1.6815,-0.6331,-0.8454,1.1928,-0.6829,-1.6148,-1.7161,2.6186,-0.579,0.162,-0.6261,-1.2188,-1.3048,35.0,1,374.2876,394.8629,320.5199,363.2234666666666,0,1
39203935.0,10.0,10.0,0.0,16.0,General,16.0,62.13,250.0,200.0,200.0,2200.0,0.5909,1.5,0.59,1.33,11.0,3.0,0.1319,0.7953,-0.1357,-0.7245,-0.2834,-0.4492,-0.3673,-0.7139,-1.1311,1.0346,-1.6579,-0.474,-0.8547,1.583,1.8839,-0.524,-1.272,0.2865,1.6762,1.0844,2.0054,1.8164,1.3423,0.2621,-1.566,0.7251,0.7181,-0.3184,0.2907,-0.2812,-2.2971,-1.7161,-0.3735,-0.7467,-0.5677,0.1166,-1.1319,-1.3048,70.0,0,625.4522,613.3788000000001,565.3837,601.4049,1,1
39204279.0,7.0,7.0,0.0,15.58,General,12.0,24.15,180.0,180.0,180.0,2160.0,-0.8252,0.8,-1.72,-1.41,8.0,3.0,0.0109,0.326,-0.1357,-0.4614,-0.8138,-0.0424,-0.2023,-0.4616,-1.1311,-0.6576,-2.2799,-0.9319,0.1744,0.638,0.1222,-0.524,0.2705,-0.6142,-0.5107,-0.6583,-0.5707,-0.7233,0.1097,-0.9827,-0.5928,-0.0614,-1.3162,-0.3184,-0.7823,-0.7389,-2.2971,-1.3432,-1.29,-0.9907,-0.9651,-0.1361,0.4253,-1.3048,25.0,0,569.4452,568.1506999999999,540.3201,559.3053333333334,0,0
39204345.0,6.0,8.0,0.0,16.17,General,12.0,70.5,300.0,300.0,200.0,2950.0,-0.0962,-0.94,-0.95,1.33,10.0,4.0,-0.3533,-0.9793,-1.3904,0.1977,-0.7874,0.9134,-0.2023,0.0836,-1.1311,0.6402,-0.3335,-1.4537,-1.0883,0.049,-2.4403,1.7046,0.2705,-0.2309,-2.1428,1.0844,0.4352,0.0273,0.855,-1.3539,-0.0214,-1.9305,0.1447,-1.1232,1.1928,0.2677,-1.245,-1.7161,2.6186,1.9637,1.1664,1.5557,-1.2188,-0.8181,35.0,1,451.9834,478.1332999999999,489.6215000000001,473.2460666666666,0,0
39206399.0,7.0,9.0,0.0,15.33,General,14.0,39.02,330.0,275.0,165.0,1705.0,-0.0303,1.5,1.36,1.33,9.0,5.0,0.2726,0.2957,-0.6947,0.3422,0.1935,1.4424,-1.6385,-2.1693,-1.6391,-1.2947,-0.7658,-2.2652,-1.238,0.638,-0.7391,-0.0697,-1.272,-0.6142,-0.1855,0.0281,-0.9792,-1.7067,1.8905,-0.267,-0.5928,-1.6465,-1.7101,-1.385,1.8016,0.3078,-1.2112,-0.2991,-0.5081,0.0537,0.4506,0.5149,0.7269,-1.3048,37.0,0,610.2092,632.0745,626.9161,623.0666,0,0
39204532.0,8.0,8.0,0.0,16.08,General,12.0,28.48,250.0,150.0,200.0,1850.0,-1.066,1.5,0.98,1.33,3.0,3.0,-0.7531,-1.0717,-1.0527,-0.7562,-1.7298,2.0345,1.314,1.1049,-1.1311,-1.0657,1.0741,0.1888,1.8245,2.6131,-0.4089,0.0755,0.7192,-1.9892,1.6762,1.0844,-0.2661,1.8164,-0.13,0.2621,1.2386,1.1497,0.1123,1.4685,-0.7823,0.7753,-1.2483,-1.7161,1.4409,-0.1661,2.0258,1.757,0.8188,-1.3048,70.0,1,572.0859,612.9584,608.8613000000001,597.9685333333333,0,0
39205913.0,6.0,9.0,0.0,15.92,General,16.0,76.49,250.0,200.0,200.0,1500.0,0.8853,0.45,0.59,1.33,7.0,2.0,0.1809,-1.0717,-0.1357,1.1252,-0.0788,1.4424,0.7628,0.1814,-1.6391,-1.0624,-0.3302,-0.474,-0.8829,-0.9016,-2.4403,1.6792,-0.6346,-1.9892,-0.9391,-1.1507,0.3709,-1.4475,-0.862,-2.1464,-1.69,-1.0416,-1.3162,0.1899,-0.7823,-0.4691,-0.6274,-1.7161,-1.4164,-1.03,1.0404,-0.9618,-1.2188,0.0839,30.0,0,577.6790000000001,614.2461999999999,528.2999,573.4083666666667,1,1
39200538.0,8.0,7.0,0.0,15.75,General,16.0,58.77,250.0,200.0,200.0,1600.0,0.8259,0.8,0.59,1.33,11.0,3.0,0.8384,1.1084,1.1793,0.393,0.9376,2.0345,1.314,1.8202,0.7743,1.0346,2.0871,2.0073,1.8245,1.0123,-0.825,0.5371,0.2705,0.2865,1.6762,1.0844,0.1956,1.1448,0.4637,-0.9827,0.7301,0.3858,0.5761,-0.1858,-0.7823,0.0922,-0.3269,-1.7161,1.3762,0.587,1.0404,2.3635,-1.2188,-0.3019,59.0,1,569.8479000000001,544.8924,525.3716000000002,546.7039666666667,0,1
39201801.0,8.0,8.0,0.0,16.17,General,16.0,51.56,250.0,200.0,165.0,1575.0,-0.0296,-0.6,0.21,1.33,5.0,3.0,-0.7582,-0.5278,-0.2116,-0.9842,-1.1196,0.9134,-0.3673,-0.6245,-0.3253,-0.6576,-0.575,-0.1716,-0.3449,0.0127,-0.825,0.9065,0.7192,-0.6142,0.6012,0.4626,-0.2661,-1.071,-0.3799,-0.9827,-1.1176,-1.2865,-0.4347,-0.4509,-0.7823,-1.365,-0.4393,-1.0595,-0.9253,-0.9457,-0.2683,-0.5464,0.391,-1.3048,59.0,1,640.9365,613.3894,642.2787999999999,632.2015666666666,0,1
39201690.0,7.0,9.0,0.0,16.0,General,14.0,80.78,200.0,250.0,100.0,1750.0,0.3966,-1.64,-0.57,-1.41,6.0,5.0,-0.5987,-0.7284,-0.1357,-0.6299,-0.4125,1.0832,-0.2023,-0.0424,0.0728,-0.6576,-0.62,-0.1716,-0.2934,0.1851,-1.3776,0.9065,1.2958,-0.6142,-0.9391,-0.6583,-1.2263,-1.154,-0.9295,-0.9827,0.6502,-1.4909,-1.3162,0.4951,-0.7823,0.0441,-0.0377,-1.3746,-0.0186,-0.9457,-0.8348,0.5149,-1.2188,-1.3048,58.0,1,408.3608,393.7812,396.16480000000007,399.4356,0,0
39205202.0,6.0,7.0,0.0,15.83,General,16.0,79.74,250.0,300.0,100.0,1500.0,1.0533,0.45,0.21,0.42,10.0,4.0,0.4316,0.0763,-0.1357,0.2047,-0.1493,1.4424,-0.2023,-0.7134,-0.3253,-1.5824,-0.62,0.4572,-0.6079,1.0123,-0.4089,0.5371,0.2705,-1.0299,-0.9391,-1.4024,-0.733,-0.6545,-0.3799,-0.9827,-0.5928,-0.8109,-1.0266,0.9683,-0.7823,0.0763,-0.3974,-0.4505,-0.9253,-1.6396,-0.5753,-0.6261,-1.2188,-0.5014,62.0,0,499.7201000000001,481.258,525.1281000000001,502.03540000000015,0,1
39202757.0,7.0,8.0,0.0,15.67,Vocational,12.0,79.74,200.0,150.0,100.0,1600.0,-0.1323,-0.6,-1.72,-0.96,11.0,10.0,-0.8545,0.3422,-0.9633,-1.5546,-1.7226,-1.7946,-0.2023,-0.0424,0.7743,-0.6576,-0.3335,0.4572,0.1744,0.1372,-1.0985,1.2421,1.8743,0.6912,1.6762,-0.6583,-0.2047,-1.3692,-0.3799,-0.1652,-1.566,-0.8273,-0.4347,-1.0394,-0.7823,0.6908,-0.0861,-1.7161,-2.9336,1.9637,2.0258,0.5149,-1.2188,-1.3048,30.0,1,338.131,331.6426,267.722,312.49853333333334,0,0
39200310.0,8.0,9.0,0.0,15.58,General,16.0,76.49,300.0,250.0,200.0,1750.0,0.8794,0.8,0.59,-0.5,7.0,5.0,0.1671,-0.2028,0.0477,0.0764,0.2338,2.0345,-0.9422,-0.5066,-0.8111,-0.6576,0.3812,-1.0504,-0.3449,-0.1542,-0.4089,0.9065,0.2705,-0.043,0.6012,1.0844,-0.2047,0.6291,0.4637,-0.3121,-0.5928,-0.8386,0.5761,0.6818,0.2907,-0.4565,-0.6439,-0.9222,-0.0186,-0.9457,-0.3623,-0.3389,-0.6098,-1.3048,14.0,1,676.3298000000001,645.4875,547.7172,623.1781666666667,1,1
39205483.0,4.0,8.0,0.0,16.17,General,16.0,61.18,260.0,260.0,260.0,1820.0,0.3041,0.8,1.36,0.42,9.0,4.0,-0.5031,-1.0717,-0.1357,-0.7188,-0.7874,2.0345,-0.3971,0.3183,0.5121,-0.6576,0.1526,-0.5819,-0.2934,1.7513,0.1222,-0.524,-1.272,-0.6142,0.6012,1.0844,0.1956,-0.6545,-0.3498,0.2621,1.2386,-0.4684,-0.2151,-0.0939,-0.7823,-0.0609,-0.8026,-0.4567,-0.4957,-0.6823,0.0979,-0.5173,-1.2188,-0.5494,33.0,0,647.4457000000001,672.1645000000001,703.3368,674.3156666666667,0,1
39201718.0,9.0,9.0,0.0,15.33,General,12.0,25.95,200.0,200.0,200.0,1500.0,-1.2018,-0.25,1.36,1.33,5.0,6.0,-0.96,-0.115,-1.0527,-1.2698,-1.4409,2.0345,-0.2023,0.3183,-1.1311,-1.0657,1.0419,-0.4771,-0.5905,0.4067,-0.7391,0.9065,-0.7816,-1.9892,-0.9391,-0.6583,-2.345,-1.3692,0.1097,-0.6723,-0.5928,-1.3068,-0.6331,0.0544,-0.7823,-0.8404,-1.1883,-1.7161,-1.0834,-1.681,0.9231,-1.468,-0.2416,-0.4809,38.0,1,575.7898000000001,570.2212,598.0355999999999,581.3488666666667,0,0
39201443.0,1.0,7.0,0.0,15.92,General,16.0,65.12,195.0,260.0,260.0,1625.0,0.6273,0.8,0.59,0.42,6.0,5.0,0.0832,0.1296,-0.1357,-0.5326,0.1629,2.0345,-0.3673,0.5467,0.299,-1.7671,1.3517,-1.4537,1.3209,1.0123,0.6994,0.0755,-1.272,0.6912,-0.2119,1.0844,0.6314,0.6291,1.3423,-0.9827,-0.5928,-1.5169,-0.8444,0.3241,-0.7823,-0.048,-0.7604,-0.0714,0.7734,-1.3601,-0.9461,-0.3339,0.0851,-1.3048,15.0,0,627.7197,714.4144,723.8129,688.649,0,1
39203036.0,9.0,10.0,0.0,15.58,General,12.0,25.95,250.0,350.0,350.0,1600.0,-1.0561,-0.6,0.59,1.33,8.0,5.0,-0.6158,0.639,-1.0527,-1.3254,-0.7874,2.0345,-0.2023,-0.2546,-1.1311,1.0346,-0.3302,-0.5819,-0.8547,0.8628,-0.4089,0.5082,0.2705,-0.6142,0.6012,1.0844,0.1956,-0.6545,0.4637,-0.9827,-0.5928,-1.3068,-0.094,0.0928,-0.7823,0.5508,-1.6148,-1.7161,-0.1842,-0.9457,-0.2683,-0.0255,-1.2188,-1.3048,45.0,1,622.3945,661.1062000000001,668.7690999999999,650.7566,0,0
39205673.0,8.0,8.0,0.0,15.33,Vocational,14.0,51.56,150.0,150.0,150.0,1450.0,-0.078,0.8,-0.57,0.87,7.0,1.0,-0.4589,0.0253,-0.1357,-1.119,-0.7874,0.627,-0.2023,-0.0424,-0.6555,-1.1847,-0.0999,-0.474,-0.8967,1.0781,-0.4089,0.5082,-1.272,-0.6142,0.6012,0.4626,0.1956,-1.071,-0.2006,-0.9827,-1.1176,-1.2506,-0.9149,-0.5635,0.2907,-0.3769,-1.0423,-1.7161,-0.3735,-0.9457,-0.2683,-0.5464,0.0174,-0.3861,4.0,0,573.6052,644.3873000000001,583.3426000000001,600.4450333333333,0,1
39206328.0,6.0,7.0,0.0,16.08,Vocational,16.0,51.56,100.0,100.0,100.0,1800.0,0.2485,0.8,-1.34,0.42,11.0,10.0,-1.3975,-1.3687,-1.6618,-0.7103,-1.1421,1.0573,1.314,-0.0424,-0.6555,-0.6576,0.5102,-0.5786,0.1744,-0.7983,-2.4403,2.7752,1.6524,-0.1532,-0.9391,1.0844,-0.5707,-0.1015,-0.687,0.2621,0.3385,-1.5169,-0.4347,0.6738,-0.7823,-0.667,-2.2971,-1.7161,-1.017,-0.7864,-1.5241,-0.1549,-1.2188,-1.3048,26.0,0,443.2789000000001,404.0613,333.862,393.7340666666667,1,0
39200429.0,1.0,8.0,0.0,16.0,General,16.0,65.01,300.0,250.0,300.0,1750.0,0.6126,-0.94,1.36,1.33,9.0,5.0,0.0536,-0.7076,-0.1357,-0.1009,-0.2834,1.1945,-1.555,-1.3309,-1.6391,-1.0657,-0.3644,-0.5819,-1.0615,2.6131,0.8214,-0.524,-1.272,-1.9892,-0.9391,0.4626,0.571,-0.772,0.855,-0.9827,0.6502,-1.6669,-0.4347,-0.1596,-0.7823,-0.238,-1.2845,-0.4959,-0.6006,-1.1888,-0.776,-1.5886,-0.6098,-0.5494,75.0,1,581.3669,616.9948999999999,614.1126,604.1581333333332,0,1
39205088.0,9.0,10.0,0.0,15.5,Vocational,16.0,43.33,100.0,200.0,100.0,2050.0,0.0471,0.1,0.59,0.42,8.0,6.0,-0.3066,-0.3163,-0.1357,-0.4416,-0.7874,2.0345,0.7628,1.1049,-1.1311,1.0346,1.3517,-1.0504,0.1744,-0.9655,-1.0985,0.795,-0.2888,-0.6142,0.6012,1.0844,-0.5229,-0.6545,0.3335,-0.6723,0.1869,-0.8109,0.8347,-0.5665,-0.7823,2.0001,-1.2893,-1.7161,-1.2822,-1.3808,-0.806,-0.7345,-1.2188,-1.3048,65.0,1,507.1385,495.5906,523.5719,508.767,0,1
39200214.0,4.0,4.0,0.0,15.42,General,16.0,66.42,200.0,150.0,200.0,1650.0,0.1904,-1.64,-1.72,-1.41,11.0,0.0,-1.0077,-1.3687,-0.6853,-1.1883,-0.6956,2.0345,1.314,-0.7874,-1.6391,-0.6576,0.5102,0.5437,0.1744,0.228,-2.4403,-0.6311,0.2705,0.6912,-2.1428,1.0844,-1.3427,-0.1015,-0.687,0.2621,-0.5928,-1.4832,-0.4347,-0.445,-0.7823,-3.594,-2.2971,-1.7161,-0.0186,-2.6033,-2.5144,-0.7345,-1.2188,0.0731,60.0,0,519.4825000000001,452.4056,436.4543,469.4474666666667,1,1
39201827.0,7.0,8.0,0.0,15.83,General,16.0,56.0,300.0,350.0,250.0,1850.0,0.8086,0.1,1.36,1.33,9.0,6.0,0.9221,1.1084,-1.0527,1.0491,0.1728,2.0345,-0.0348,-0.5066,-0.0008,-1.8598,1.0419,-0.2671,-0.8119,2.6131,1.8839,-0.6311,-1.272,0.8711,1.6762,0.0083,-1.2263,0.487,-1.059,0.9759,0.1038,-0.6123,-0.0117,0.2159,-0.7823,-0.528,-0.436,0.0253,-0.838,-0.8885,0.8061,-0.3856,-1.2188,-0.5494,24.0,1,590.6095,637.1931999999999,589.0516,605.6181,0,1
39200707.0,7.0,9.0,0.0,15.75,General,16.0,43.33,300.0,200.0,200.0,1600.0,0.1115,1.5,0.98,1.33,10.0,1.0,-0.1546,0.5048,-1.0527,-0.2877,-0.7874,2.0345,1.314,1.0067,0.7743,1.0346,2.0871,0.8329,1.2662,1.5482,0.6994,-0.524,0.7323,0.6912,1.6762,1.0844,0.571,-1.034,1.3423,-0.267,1.2386,-0.1433,-0.7346,2.7249,-0.7823,-0.5382,-0.8273,-1.7161,-0.6385,-1.1888,0.0979,-0.5464,-1.2188,-0.8181,36.0,1,539.2157,548.8556,606.1672000000001,564.7461666666667,1,1
39203129.0,10.0,10.0,0.0,15.25,General,16.0,58.77,250.0,150.0,200.0,2800.0,0.055,-0.6,0.59,-0.96,4.0,1.0,-0.9831,0.6954,-1.3835,-1.9176,-2.152,-0.0424,-1.3245,-0.5794,-1.6391,-2.4468,-0.5106,-0.9319,0.1744,0.8628,0.8214,0.439,-0.5536,-0.4686,1.6762,-0.6583,1.1811,1.8164,1.8905,0.2621,-1.9534,-0.8738,0.0217,-1.0262,-0.7823,-0.7873,-0.8509,-1.7161,-0.0247,0.0537,-0.29,0.1051,-0.0605,-0.3427,62.0,0,476.1596,489.369,461.9888,475.8391333333333,1,1
39203416.0,6.0,6.0,0.0,16.08,General,16.0,43.06,240.0,240.0,240.0,1860.0,0.0176,1.5,0.21,-1.41,10.0,10.0,-0.3643,-0.2028,-1.3835,-0.2317,0.4973,0.9639,1.314,1.8202,0.7743,-0.6576,-1.3451,2.0073,1.7353,1.01,-0.7391,-0.524,-1.272,0.6912,0.6012,1.0844,-1.3427,-0.1015,0.4637,0.2621,0.1038,-0.0614,-0.4347,-0.6659,-0.7823,-2.0821,-2.2971,-1.7161,-0.0186,0.0537,0.0979,0.5149,-1.2188,-1.3048,28.0,1,397.4197,376.9568,392.0572,388.81123333333335,0,1
39204560.0,5.0,9.0,0.0,15.92,General,16.0,62.13,250.0,250.0,200.0,1850.0,-0.0379,0.8,0.98,1.33,8.0,6.0,-1.3539,-1.8511,-1.0527,-1.085,-1.1421,2.0345,0.7015,0.2336,0.6398,1.0346,0.2783,0.4572,0.1744,0.5572,-0.7391,0.5371,1.1904,-1.0299,0.6012,-0.6583,1.1811,-0.7233,0.9109,-0.6723,0.7301,-0.8494,-0.4347,-1.2295,0.2907,-0.4218,-0.7143,-1.7161,-0.32,-1.0481,-0.5753,-0.7345,-1.2188,-0.4052,70.0,1,631.1852,632.5919999999999,651.7105,638.4959,0,1
39203203.0,8.0,9.0,0.0,15.83,General,16.0,80.46,300.0,250.0,200.0,1600.0,0.9938,1.15,1.36,1.33,7.0,3.0,0.2587,0.4483,-1.3835,0.0724,-0.5294,0.6682,-0.0037,-0.0418,-1.1311,0.6402,-1.0333,0.7368,0.2981,0.8628,0.8214,0.5371,0.2705,-0.6142,0.6012,-0.6583,-0.8279,-1.071,0.3335,-0.9827,0.1869,-0.5176,-0.3152,-0.7428,0.8615,-0.0431,-1.0948,-1.7161,-0.0186,-0.5067,1.2991,-1.4458,-1.2188,-1.3048,36.0,1,626.4764,642.1304,621.6555,630.0874333333333,1,0
39203658.0,9.0,10.0,0.0,15.75,Vocational,12.0,34.25,200.0,200.0,100.0,1500.0,-0.9501,0.8,-0.57,-0.04,7.0,6.0,-0.739,-1.8511,-0.1357,-0.7819,-1.1421,0.6019,0.4394,1.8202,1.1225,-1.2947,0.4399,0.1041,0.3684,0.638,-0.849,0.409,0.2705,-0.6142,0.6012,0.0083,-0.5707,-0.7233,0.4637,-0.6723,0.1038,-0.8273,0.0337,-0.3184,0.8615,0.1432,-0.6533,-0.3648,-0.2057,-0.7467,-0.776,-0.1273,-1.2188,-0.2005,31.0,0,512.4919,544.6012000000001,506.91960000000006,521.3375666666667,0,0
39204607.0,10.0,9.0,0.0,15.58,General,12.0,25.26,250.0,250.0,250.0,1600.0,-1.6782,1.5,0.59,-0.5,2.0,2.0,-2.0548,-1.8511,-1.7257,-1.8188,-1.7298,2.0345,1.314,0.7198,-0.3792,0.2169,1.1543,0.7339,1.8245,-0.0376,-0.7391,0.9065,-1.272,-0.114,-0.9391,1.0844,-0.4631,1.1448,-0.3288,-1.7389,-2.2895,-0.8386,1.8524,0.6678,-0.7823,-0.8674,-2.1709,-1.7161,-1.3149,-2.6033,-1.3107,-2.1763,-1.2188,-1.3048,19.0,0,527.4852000000001,553.3253000000001,489.3768,523.3957666666666,0,0
