CNTSTUID,EFFORT1,EFFORT2,GRADE,AGE,ISCEDO,PARED,HISEI,MMINS,LMINS,SMINS,TMINS,ESCS,UNDREM,METASUM,METASPAM,ICTHOME,ICTSCH,HOMEPOS,CULTPOSS,HEDRES,WEALTH,ICTRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,BELONG,BEINGBULLIED,ENTUSE,HOMESCH,USESCH,INTICT,COMPICT,AUTICT,SOIAICT,ICTCLASS,ICTOUTSIDE,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,"Is_MISCED_5A,6","Is_FISCED_5A,6"
39201507.0,6.0,9.0,0.0,15.75,General,12.0,31.5,200.0,250.0,200.0,2450.0,-1.2076,0.45,0.59,-0.04,8.0,2.0,-1.2235,-1.8511,-1.6618,-0.1337,0.058,2.0345,-2.7106,-2.9425,2.0165,-2.4468,2.0871,1.1813,1.8245,-0.2277,-2.4403,2.7752,1.9837,0.6912,1.6762,1.0844,1.1811,1.8164,0.052,-0.9827,0.7301,0.5075,1.4751,0.8801,-0.7823,1.2774,0.4407,-1.7161,-0.0186,-0.5067,2.0258,2.3635,-1.2188,-1.3048,19.0,0,485.0468000000001,416.2661000000001,341.6388,414.3172333333334,0,0
39202547.0,10.0,10.0,0.0,15.33,General,14.0,24.53,270.0,270.0,270.0,1600.0,-1.0224,-1.64,-1.72,-1.41,7.0,9.0,-1.4193,-0.7076,-1.0527,-1.5315,-1.4409,1.2471,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,1.2403,0.5572,-0.825,-0.524,0.2705,-0.6142,1.6762,-0.6583,-0.9792,-0.1015,-0.687,0.2621,1.2386,-0.0614,0.5761,0.6818,-0.7823,0.4695,-1.2379,-0.248,-0.1117,-1.0873,-1.727,-0.437,0.5042,0.2858,4.0,1,542.4936,523.8062,570.5128,545.6042,0,0
39202087.0,8.0,10.0,0.0,15.58,General,16.0,17.0,300.0,300.0,200.0,1750.0,-0.4129,0.8,0.98,1.33,7.0,2.0,-0.2082,-0.1452,-0.1357,-0.6689,-0.5294,1.4424,-0.3971,0.0836,-1.1311,1.0346,0.5135,0.0183,0.3684,-0.2891,-2.4403,1.7046,1.1904,-0.6142,0.6012,1.0844,-0.3907,-0.7233,1.8905,-1.3539,0.3385,-2.1357,0.5761,-0.0568,-0.7823,-1.1251,-2.2971,-0.1901,0.4137,-1.9467,-0.0901,-0.478,-0.1648,-0.2273,18.0,0,649.7141,622.9545,638.6687000000001,637.1124333333333,0,1
39202042.0,2.0,3.0,0.0,16.25,General,14.0,79.74,225.0,225.0,225.0,1575.0,0.3171,0.45,0.98,0.87,8.0,4.0,-0.7398,-0.115,-0.1357,-1.457,-0.7874,2.0345,-0.3673,0.2336,-0.9181,-1.3914,1.3517,-0.2644,-0.2368,2.6131,-0.4089,0.5371,-0.2888,-1.0299,1.6762,1.0844,-2.345,-0.0039,-0.9295,1.0763,0.0769,-0.8893,-0.6331,1.4903,-0.7823,-1.0512,-0.9127,-0.3438,-0.7246,-2.6033,0.0979,-0.8301,1.562,-0.8181,36.0,1,636.9832,609.4449999999999,580.5208000000001,608.9830000000001,0,0
39204813.0,8.0,8.0,0.0,15.42,General,16.0,62.13,350.0,300.0,300.0,2050.0,0.3884,-0.94,0.21,1.33,7.0,10.0,-0.3468,-0.5278,-0.5492,-0.6111,-0.4301,0.871,1.314,1.1049,-0.3792,-0.6576,0.2751,-2.2652,0.1744,1.7513,0.1222,-0.0362,-0.4021,-1.1126,0.6012,1.0844,-0.5707,-0.1015,0.4637,-0.267,-0.3236,-0.4684,-0.4347,-0.3184,-0.7823,-0.9211,-2.2971,-1.7161,-0.9253,-1.1888,-0.2274,0.1051,-1.2188,-1.3048,75.0,0,645.5110000000002,622.2416000000001,628.4653,632.0726333333334,1,0
39206023.0,9.0,9.0,0.0,16.17,General,14.0,65.12,350.0,250.0,250.0,1550.0,0.2712,0.8,-1.72,-0.5,7.0,2.0,-0.19,-0.2899,-0.1357,-0.1492,-0.5294,1.0573,1.314,-0.2546,-0.1625,0.6402,0.5102,0.7339,-0.5185,0.0127,-0.5485,0.9065,0.8232,0.6912,0.9747,0.0083,0.1956,-0.0039,-0.687,0.2621,0.1038,-0.0328,1.4751,0.9517,0.2907,-0.4397,-1.4552,-1.7161,-0.3135,-0.7602,-0.5753,-0.437,-1.2188,-1.3048,29.0,0,586.0222,545.2648999999999,494.4671,541.9180666666666,0,0
39204889.0,8.0,10.0,0.0,15.5,Vocational,14.0,70.5,200.0,150.0,100.0,2100.0,0.0076,0.8,0.21,1.33,7.0,2.0,-1.0552,-1.0717,-1.3835,-0.6695,-1.1421,2.0345,1.314,1.0055,1.1537,0.3586,2.0871,-0.1744,0.5665,-0.3377,-1.6796,0.9065,0.2705,-1.4753,1.6762,-2.5375,-0.357,-0.6545,0.855,0.2621,-0.5928,-1.2802,0.5761,2.7249,-0.7823,0.0975,-2.2971,-1.7161,-0.8573,-2.1252,-1.3338,-1.4287,-1.2188,-1.3048,74.0,0,488.7782,455.5975,377.8129,440.7295333333334,0,0
39203107.0,8.0,10.0,0.0,15.58,General,16.0,50.37,200.0,200.0,150.0,1700.0,0.1169,0.45,-0.18,1.33,8.0,3.0,-0.4589,-0.3783,-0.1357,-0.6509,-0.7874,0.5409,0.3995,-0.5072,-1.1311,1.0346,0.5102,-0.5819,-1.0615,-0.1542,-0.2361,1.7046,1.2958,-0.6142,1.6762,1.0844,1.2643,-0.6545,0.8207,-0.4066,-0.5928,-0.1628,-0.4347,1.4326,-0.7823,-0.0852,0.3853,0.124,-0.9145,-0.2836,-0.326,-0.7345,0.0103,-0.8181,62.0,1,521.9597000000001,505.1991,539.1105,522.0897666666667,1,1
39206272.0,9.0,10.0,0.0,15.67,General,12.0,79.05,300.0,300.0,250.0,2450.0,-0.0486,1.5,0.59,1.33,5.0,2.0,-0.6256,-0.2665,-0.1357,-1.0099,-1.1421,0.4922,-0.3971,-0.254,-1.1311,-0.6576,-0.4648,0.1041,-1.0883,0.6934,-0.4089,0.9065,0.2705,-0.1532,-0.9391,0.4667,-0.5707,-1.5851,0.4637,0.8679,0.6502,-1.0974,0.1123,-0.3184,-0.7823,-0.5209,-1.6148,-1.7161,-0.1289,-0.8494,-0.326,-2.1763,-0.5146,-0.7414,18.0,1,586.6969999999999,629.9033000000001,559.6716,592.0906333333332,0,0
39202601.0,7.0,8.0,0.0,15.92,General,14.0,80.78,400.0,300.0,300.0,2300.0,0.4819,-0.25,1.36,0.42,8.0,8.0,-0.3971,-0.5278,-0.1357,-0.8597,-0.4987,-0.3506,1.314,-1.5502,0.0728,0.5029,-0.6942,-0.4771,-1.0615,2.6131,1.8839,-1.126,-1.272,2.0378,1.3256,1.0844,2.0054,0.9982,1.0944,1.7411,1.2386,-0.5787,-0.2151,2.7249,-0.7823,0.4421,-1.2893,-1.7161,-0.1436,0.4914,0.2375,-0.2423,0.9595,-0.8181,28.0,0,614.3135999999998,627.6365,636.1222,626.0241,0,0
39201012.0,8.0,10.0,0.0,15.75,Vocational,14.0,43.33,250.0,200.0,100.0,1500.0,-0.2932,-1.64,-0.57,-0.96,10.0,4.0,-0.5427,-0.3783,-2.689,-0.1406,-0.1766,-1.7513,-0.2023,-1.4736,-1.6391,-2.4468,0.5102,0.4572,-1.0615,0.0127,-0.4419,0.9065,0.8769,0.6912,1.6762,-0.6583,-2.345,-0.8319,0.1097,-0.9827,-0.5928,-1.2987,-0.7453,-0.6242,1.2618,-0.0571,-1.2924,-1.7161,0.236,0.1782,0.0979,-0.5299,-1.2188,-1.3048,57.0,1,468.2224,500.1648,448.9808,472.456,0,0
39203038.0,8.0,10.0,0.0,15.83,General,16.0,71.39,250.0,200.0,200.0,1750.0,1.0368,0.8,1.36,1.33,4.0,4.0,0.7687,1.6676,0.2646,-0.1014,-0.4301,2.0345,-0.9734,-0.2546,-0.7784,-1.2947,-0.2336,-0.1716,0.6797,1.0781,-0.4089,0.5371,0.9672,0.6912,0.6012,1.0844,1.1811,-0.1015,0.052,-0.3121,1.2386,-0.4684,-0.4347,0.2929,1.5346,-0.541,-0.6592,-1.7161,-0.4897,-0.6823,-1.3975,0.7595,-0.5142,0.0731,70.0,0,613.1683999999999,631.2505999999998,606.1510999999999,616.8566999999999,1,1
39203128.0,6.0,6.0,0.0,16.08,Vocational,12.0,23.41,350.0,150.0,100.0,1600.0,-0.9764,1.5,0.21,0.42,8.0,1.0,-0.3131,-0.3783,-1.0527,0.0469,-0.4034,0.2377,1.314,0.4861,0.7743,-0.6576,1.4931,1.1813,-0.5905,0.1984,0.1222,0.9065,-1.272,-0.6142,1.6762,1.0844,0.7871,-0.1015,-1.2792,0.2621,0.6502,1.1934,0.2342,0.2929,-0.7823,0.032,-1.2893,-1.6131,-1.4638,-2.6033,0.0979,-0.3052,-1.2188,-1.3048,55.0,0,519.5923,516.2958000000001,449.3018,495.0633,0,0
39202052.0,5.0,6.0,0.0,15.33,General,12.0,50.37,350.0,250.0,100.0,1750.0,-0.8983,0.1,-0.18,0.42,7.0,1.0,-1.3424,-1.3687,-1.6618,-0.7388,-0.9741,1.0573,-0.2023,-0.0424,-0.0008,-0.6576,-1.3058,-0.5819,-0.8547,2.0787,-0.4419,0.9065,0.2705,-0.6142,-2.1428,-0.6583,-0.4112,-0.1015,0.052,-0.267,-1.8489,2.3693,0.1447,-0.9469,1.2618,0.2463,-1.1883,-1.0028,-0.0186,-0.6823,0.0979,-0.331,0.0845,-1.3048,76.0,0,543.0247999999999,520.6551000000001,483.3468,515.6755666666667,0,0
39203396.0,9.0,10.0,0.0,15.33,General,16.0,47.74,300.0,200.0,250.0,1500.0,0.095,-0.6,-0.18,-0.5,9.0,3.0,-0.3922,-0.412,-1.0527,-0.5503,-0.7874,0.9639,1.314,1.0067,-0.7784,0.6402,1.3517,0.8329,1.2662,-1.0279,-1.0985,1.1604,1.2958,1.4734,1.206,1.0844,1.1811,1.8164,-0.2459,0.2621,1.2386,0.7872,0.8347,0.1952,-0.7823,-0.8383,-0.3894,-1.7161,1.0254,-0.9065,-0.0134,-0.6864,0.5203,0.1772,30.0,1,492.3507,495.8132,448.1681,478.7773333333333,1,1
39200882.0,6.0,8.0,0.0,15.92,General,16.0,62.13,480.0,360.0,0.0,2700.0,0.7942,1.5,0.98,0.87,9.0,7.0,0.6122,0.8658,-0.8532,0.0251,0.5032,-0.4003,-0.9514,-1.1284,-1.1311,-1.3914,-0.8848,-1.0504,-0.2934,-1.4882,-2.4403,2.7752,1.6715,-1.9892,-0.9391,-0.6583,-0.5707,-1.034,0.052,-0.9827,-0.5928,-0.7622,-2.5252,-0.5665,1.2618,-0.0286,-2.2971,-1.7161,0.1167,-0.7467,1.0404,-1.3642,-1.2188,-1.3048,52.0,1,455.6591,443.2518000000001,476.9989,458.6366,0,1
39204129.0,7.0,9.0,0.0,15.33,Vocational,14.0,27.57,200.0,200.0,200.0,1500.0,-0.147,0.1,0.59,0.42,9.0,6.0,0.5125,0.1557,-1.0752,0.9321,-0.1766,-0.0829,-1.1481,-1.7471,-0.7784,0.6402,-2.3003,-1.0504,-2.2177,-1.4882,-0.7391,-0.0697,-0.2888,1.1085,-0.9391,-0.6583,-0.5707,-1.9762,-1.8939,-0.6723,0.7301,0.3444,-0.9149,0.6818,-0.7823,0.7484,-0.3794,-0.1735,0.2785,-0.9457,0.7024,-0.6261,0.3701,2.4969,71.0,1,395.2425,481.8216000000001,481.2552,452.7731,0,0
39203975.0,10.0,10.0,0.0,15.42,General,16.0,39.04,250.0,250.0,100.0,1550.0,-0.1135,0.8,0.98,0.42,7.0,5.0,-0.4931,0.3806,-1.0527,-0.6999,-0.4987,1.0573,-0.2023,1.0067,-0.3792,-1.1817,1.0419,0.7368,-0.8262,-2.7114,-1.8008,0.409,-0.0268,2.0378,-1.4801,-1.4117,0.3709,-2.7365,-0.4342,0.2621,-0.3236,-2.4247,-2.5252,-0.4737,-0.7823,0.4714,-0.3369,-1.7161,0.1448,-0.5278,-0.5593,-0.854,-0.0437,0.1498,45.0,0,602.6903999999998,605.3091,553.4705000000001,587.1566666666666,0,1
39204791.0,9.0,10.0,0.0,15.58,General,14.0,51.25,250.0,250.0,200.0,1700.0,0.3638,-1.64,0.59,-1.41,10.0,8.0,0.6533,0.1557,1.1793,0.5679,1.1589,1.3671,-0.3971,-0.0424,-1.1311,-1.0657,2.0871,-0.5786,0.1744,1.3493,-0.4089,-1.8876,0.7192,-0.6142,0.6012,1.0844,2.0054,1.1448,1.8905,0.8126,-0.5928,-0.8386,-2.0701,-0.7428,-0.7823,-0.522,-0.1946,0.022,0.387,-1.1501,-0.9857,0.4577,-1.2188,-0.2444,62.0,1,575.0040999999999,548.0242,497.9086,540.3122999999999,0,0
39202733.0,5.0,5.0,0.0,15.67,General,14.0,44.14,250.0,250.0,200.0,1750.0,-0.4067,-1.64,-1.72,-1.41,7.0,2.0,-0.8473,-1.0717,-1.3835,-0.286,-0.5294,-0.3031,1.314,1.8202,2.0165,-0.6576,2.0871,2.0073,1.8245,0.2641,0.1222,-0.0697,0.2705,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,-0.6659,-0.7823,0.8415,3.307,1.3592,-0.0186,0.0537,0.0979,0.5149,-1.2188,-1.3048,2.0,1,437.7844,405.728,378.3052,407.2725333333333,0,0
39206368.0,8.0,8.0,0.0,15.58,Vocational,14.0,68.7,150.0,150.0,100.0,1850.0,0.1805,1.15,-0.18,1.33,7.0,6.0,-0.5654,-0.7076,-0.1357,-0.4834,-0.7874,2.0345,0.7015,1.0067,-1.6391,-1.292,2.0871,-0.5819,-0.2937,0.9034,-1.3543,-0.524,1.2021,-1.9892,0.6012,-0.6583,-0.2661,-0.7233,-0.1748,-0.9827,-0.5928,-1.3068,-2.0701,0.0348,-0.7823,-0.8113,-2.2971,-1.3432,-0.7045,-0.9277,-0.7344,-0.6261,-1.2188,-1.3048,27.0,1,555.4920999999999,533.6789,522.1836,537.1181999999999,0,0
39203375.0,8.0,10.0,0.0,16.0,General,14.0,30.78,300.0,250.0,200.0,1750.0,-0.0097,0.8,1.36,0.87,10.0,10.0,0.6923,0.639,-0.1357,0.7334,-0.1766,1.0573,-0.2023,0.5467,-0.7784,0.2127,0.2464,0.8329,-0.9944,-1.9715,0.1222,1.5715,-0.2888,0.6912,-0.1855,1.0844,1.2643,-0.6545,0.4637,0.9759,-0.5928,-0.4684,-0.5589,-0.3184,0.7703,-0.6063,-0.5506,-1.7161,-0.3345,-0.8256,0.0979,-0.6261,-0.6098,0.2858,41.0,0,583.7754,563.0391000000001,539.8439000000001,562.2194666666668,0,0
39205732.0,10.0,10.0,0.0,15.33,General,12.0,76.24,250.0,150.0,150.0,1700.0,0.2949,1.5,1.36,1.33,10.0,4.0,0.3124,0.2036,-0.1357,0.1274,-0.9741,0.0523,1.314,0.0054,0.0728,-1.5824,0.3812,0.4572,-0.2934,-0.1542,-1.0985,1.2421,0.9672,-1.1126,0.6012,0.443,-1.2263,-0.6545,0.1097,-0.9278,-1.3959,-1.0352,-0.094,0.3018,1.2618,-0.6097,-1.0143,-0.7578,0.0321,-0.8494,-0.6031,-0.6261,0.3911,-1.3048,51.0,0,573.7376999999999,612.2322,596.2252000000001,594.0650333333333,0,0
39206214.0,9.0,8.0,0.0,15.58,General,12.0,28.48,250.0,200.0,165.0,1600.0,-0.7782,0.45,0.59,0.42,11.0,4.0,-0.0731,-1.3687,-1.3311,1.1892,0.5296,0.871,0.7015,0.4861,-0.5551,-0.6576,1.0741,0.4546,0.3684,-0.3757,-1.3776,0.409,0.2705,-0.6142,0.6012,0.0083,-0.2661,1.0596,-1.8939,0.9269,1.2386,-0.8109,-0.4347,-0.2194,-0.7823,-0.8218,-1.4552,-0.5989,-0.5408,-0.374,-0.5753,-0.6261,-1.2188,-1.3048,29.0,0,556.8889999999999,535.1324,531.692,541.2378,0,0
39204772.0,5.0,6.0,0.0,15.58,Vocational,12.0,43.19,200.0,300.0,100.0,1600.0,-0.3998,1.5,0.21,-0.5,10.0,2.0,0.1588,0.0253,-1.0527,0.6286,0.5952,1.1945,0.2485,1.0067,0.5121,1.0346,0.7904,0.1041,0.9888,1.4712,-0.9937,1.3688,2.21,-0.1532,1.3256,1.0844,0.7871,0.5693,0.4637,0.2621,1.2386,-0.7622,0.5761,0.6818,-0.7823,-0.302,0.2298,-0.5989,-0.4897,-0.7289,0.0979,-0.3139,0.2379,0.0889,23.0,1,541.5726000000001,537.1866,474.54,517.7664,0,0
39204579.0,10.0,10.0,0.0,15.75,General,16.0,60.29,300.0,250.0,200.0,1700.0,0.1072,1.5,0.59,1.33,9.0,7.0,-0.9283,-0.8449,-0.6853,-0.9585,-0.4034,1.0573,-1.555,-0.6406,-1.6391,0.2169,0.5102,-1.4537,-1.2931,0.0127,-1.0985,0.795,0.2705,-1.0299,0.6012,0.0281,0.6314,-0.6545,0.8207,-0.9827,-1.1176,-0.8738,-0.2151,0.3241,-0.7823,-0.1133,-0.7557,-0.3527,0.263,-0.6411,-0.29,-0.7345,-1.2188,0.7165,47.0,1,664.5599,670.2943000000001,672.6618000000001,669.172,1,1
39205801.0,9.0,10.0,0.0,15.33,General,16.0,31.15,200.0,200.0,100.0,1500.0,-0.8026,0.8,0.59,-0.5,3.0,1.0,-1.7661,-1.8511,-1.9645,-0.9665,-0.9741,0.2377,0.1694,1.1049,0.0728,-0.6576,0.3782,0.5437,-1.0481,-0.9016,-1.3543,1.1604,-0.7816,-1.9892,-0.1855,0.0281,0.1956,1.0596,0.4637,-0.9827,1.2386,-0.5325,-0.6331,0.3241,-0.7823,-0.7844,-1.2325,-1.7161,-0.3345,-2.2148,-0.5753,-1.3245,-1.2188,-0.1358,76.0,1,451.5357000000001,438.0254,440.4253,443.3288,0,1
39203367.0,9.0,9.0,0.0,16.08,General,12.0,88.31,250.0,250.0,150.0,1650.0,-0.354,0.8,-1.34,-1.41,4.0,1.0,-1.7643,-1.8511,-1.3835,-1.5546,-1.7298,-0.0424,-0.0037,-0.2546,0.7743,-0.6576,-0.0999,0.4572,0.1744,-1.9715,-2.4403,1.5715,0.9672,-0.1532,-0.5107,0.443,-0.9792,-0.1015,1.1422,-0.3121,-0.5928,-0.0614,-0.6331,-0.3184,0.2907,0.1016,0.5498,0.4065,-1.7915,-0.8256,-1.2032,-0.437,-1.2188,-1.3048,13.0,0,502.4604000000001,448.0548,402.9676,451.1609333333334,0,0
39205034.0,10.0,10.0,0.0,15.75,General,16.0,28.48,200.0,150.0,200.0,1500.0,-0.6427,-0.6,-1.72,-0.04,5.0,3.0,-1.2681,0.0763,-1.3835,-1.8188,-1.7298,0.5409,1.314,1.8202,1.1225,1.0346,2.0871,2.0073,1.8245,-0.2952,1.2374,0.5371,-0.6346,0.6912,1.6762,1.0844,2.0054,1.8164,1.8905,1.1963,0.7301,2.3693,1.8524,2.7249,-0.7823,0.0865,-0.9137,-1.7161,0.2315,-0.6639,-1.1563,-0.7105,-1.2188,-1.3048,1.0,1,409.3054000000001,452.3457,418.9961,426.8824,1,1
39204300.0,7.0,9.0,0.0,15.83,General,16.0,43.33,360.0,300.0,240.0,2100.0,0.3936,-0.25,0.59,1.33,9.0,5.0,0.512,0.4483,-0.1357,0.1986,-0.2747,0.871,-0.2023,-0.0424,0.0728,-1.0657,1.1506,2.0073,0.636,-0.745,-1.0985,1.2421,0.2705,-0.6142,-0.9391,-1.4117,-0.9792,-0.1015,0.4637,1.7411,1.2386,-0.4684,-1.0266,0.6818,-0.7823,-0.1485,-1.0423,-1.7161,-0.8497,-0.2113,0.0979,-0.7345,0.4879,-0.1062,14.0,1,585.1320000000001,593.3745999999999,586.1738,588.2268,0,1
39204605.0,10.0,10.0,0.0,16.25,Vocational,12.0,24.98,150.0,150.0,100.0,1600.0,-0.9072,-1.29,-0.57,-0.96,8.0,0.0,-0.2203,-0.9329,-0.1357,0.1295,-0.0788,0.4922,1.314,-0.0424,1.0179,-1.5824,0.5102,0.4572,0.1744,-0.9655,-1.0985,-0.0697,-1.272,-0.6142,-0.4213,1.0844,-2.345,-0.1015,0.4637,0.2621,-0.7871,-0.0614,-0.4347,-0.4493,-0.7823,-3.4603,-2.2971,3.3041,-0.0186,0.0537,0.1342,0.5149,-1.2188,-1.3048,26.0,0,329.427,343.1926,297.4845,323.36803333333336,0,0
39200399.0,7.0,9.0,0.0,15.75,General,16.0,24.53,450.0,200.0,200.0,1950.0,0.0779,-0.25,-0.57,1.33,9.0,3.0,0.6124,0.0433,1.1793,0.4917,-0.0867,-0.7565,1.314,0.0054,0.7743,1.0346,0.2751,-0.2644,-1.0615,1.2316,-1.0985,0.9315,0.9672,-0.043,-0.5107,1.0844,-0.2661,-0.6545,1.4083,-0.9827,-1.1176,-1.2865,-0.447,-1.0394,2.0987,-0.0582,-0.1355,0.0571,0.2611,-0.7068,-0.776,0.5333,-0.2257,-0.4036,60.0,0,480.8205,471.06180000000006,427.2515,459.7112666666667,1,1
39200143.0,6.0,9.0,0.0,16.08,Vocational,12.0,51.56,200.0,200.0,150.0,1600.0,-0.7838,0.1,-0.57,0.42,5.0,5.0,-0.0602,-0.3783,-0.1357,-0.1527,-0.5294,2.0345,1.314,1.8202,1.1225,0.6364,0.5102,2.0073,0.1744,1.4712,-0.7391,0.8207,0.2705,-1.9892,0.6012,1.0844,-0.2047,-0.1015,1.8905,-0.9827,-0.5928,-1.6672,-1.3162,-0.4509,-0.7823,-0.1039,-1.2893,-0.7578,-0.5081,-0.9907,-0.2274,-0.5464,-1.2188,-1.3048,34.0,1,413.1281000000001,441.0658,423.0601,425.7513333333334,0,0
39203596.0,8.0,7.0,0.0,16.08,General,14.0,51.56,420.0,240.0,180.0,2160.0,0.4795,0.8,0.98,-1.41,8.0,9.0,-0.1307,-0.7284,1.1793,-0.5049,-0.7024,2.0345,-0.0348,-0.0424,0.7743,-0.6576,0.5102,-0.5786,0.1744,-1.352,-0.4089,-0.0362,0.2705,-1.2276,-0.9391,1.0844,-0.5707,-0.1015,0.4637,-0.1652,0.6502,1.6219,-0.6331,1.4685,0.2907,0.5807,0.0336,0.1298,1.1572,-0.6219,0.0979,1.1777,-0.6098,-1.3048,29.0,0,533.484,506.5538,564.051,534.6962666666667,0,0
39204451.0,1.0,1.0,0.0,16.25,General,12.0,51.56,250.0,200.0,165.0,1600.0,-1.1616,-1.64,0.21,0.42,11.0,0.0,-0.2253,0.326,-0.6853,-0.7103,-1.1421,2.0345,-2.7106,-2.9425,2.0165,-0.6576,-2.3003,2.0073,1.8245,0.2179,-0.7391,0.5371,0.2705,-0.6142,-2.1428,0.4626,-0.2661,-0.1015,0.4637,-0.6723,-0.3236,-0.8109,-0.4347,-0.2194,-0.7823,-3.594,-2.2971,-1.7161,-2.9336,-2.6033,-2.5144,-2.1763,-1.2188,-1.3048,30.0,0,376.3374,363.0753,285.8205,341.7444,0,1
39200595.0,8.0,6.0,0.0,15.67,General,12.0,28.48,275.0,165.0,165.0,1705.0,-0.9234,0.45,-0.18,0.42,6.0,4.0,-0.416,0.1863,-0.1357,-1.3081,-1.6491,0.0242,0.2727,1.8202,-1.6391,1.0346,-0.2367,2.0073,-2.2177,0.4627,-1.0985,0.5082,0.2705,0.6912,0.6012,-0.6583,-0.5229,-0.6545,0.4637,-0.9827,-1.1889,-1.2812,-1.3162,-0.3077,-0.7823,-0.2648,-2.2971,-0.4959,0.729,-1.1443,2.0258,2.3635,-1.2188,-1.3048,3.0,0,516.1641999999999,522.6865,503.5406,514.1304333333334,0,0
39201466.0,6.0,10.0,0.0,15.75,General,12.0,39.02,300.0,300.0,200.0,1550.0,-0.9603,1.15,-0.18,0.42,8.0,7.0,-0.9778,-0.9793,-1.0527,-0.9448,-0.7874,1.2471,0.7628,0.1814,-1.256,-0.6576,2.0871,-0.1716,1.0307,-0.7826,-2.4403,2.7752,3.0064,0.6912,-0.9391,0.443,0.7871,0.6291,0.5428,-0.9827,0.7301,-0.8277,-1.3162,0.2243,-0.7823,0.0049,-1.0709,-1.0595,1.4409,-0.579,1.2991,0.6075,0.3731,-0.7233,69.0,1,535.9394,542.2803999999999,458.8057,512.3418333333333,0,0
39201341.0,7.0,9.0,0.0,15.75,General,16.0,75.54,300.0,100.0,200.0,2200.0,0.8195,-1.64,-1.72,-1.41,11.0,2.0,0.0682,0.8658,1.1793,-1.1179,-0.7423,2.0345,-0.2023,-0.0424,0.7743,-0.6576,-0.62,0.4572,0.1744,0.4493,0.1222,-0.0697,0.2705,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,-0.3184,-0.7823,-0.6618,-0.9904,-1.7161,-1.29,-0.4589,-1.1563,-1.0887,-1.2188,-1.3048,14.0,0,541.6838999999999,520.1971,515.1078,525.6629333333332,0,1
39203822.0,6.0,8.0,0.0,15.67,General,16.0,53.15,300.0,200.0,200.0,1550.0,0.2274,1.15,-1.72,1.33,5.0,4.0,-0.3228,0.0253,-1.3835,-0.1507,-0.5294,-0.4825,-0.9734,-0.7598,-0.99,-1.3939,-0.7658,0.937,-1.184,2.6131,-0.7391,-0.6311,-0.2888,-1.558,-2.1428,-1.1507,-0.2047,-1.034,0.8794,0.2621,-1.3186,-1.1064,-1.0993,-0.3442,0.8615,-0.2888,-1.3167,-1.7161,-0.7386,-1.343,-0.5023,-1.3349,-0.5142,-0.6237,29.0,1,559.8272999999999,594.2931000000001,593.9784999999999,582.6996333333333,0,1
39205557.0,5.0,10.0,0.0,15.42,General,14.0,26.64,250.0,250.0,150.0,1500.0,-0.8627,1.5,0.59,0.42,7.0,5.0,-1.137,-0.5468,-1.0527,-0.8708,-1.1421,1.2471,1.314,0.5845,0.0728,-1.0657,0.5441,1.1813,0.1744,1.0781,0.8214,-0.0362,0.9672,-1.36,1.206,-1.1534,-1.2263,-0.1015,-0.2006,-0.9827,1.2386,-1.4832,0.3468,-0.5665,-0.7823,-0.6441,-0.8695,-1.7161,-0.7518,-1.5004,-1.3107,-0.3389,-1.2188,-1.3048,75.0,1,520.6126,557.9132,533.3662,537.2973333333333,0,0
39201581.0,5.0,7.0,0.0,16.17,Vocational,16.0,51.56,250.0,200.0,165.0,1600.0,-0.8833,1.15,1.36,1.33,5.0,1.0,-1.686,-0.7076,-1.3904,-1.9226,-1.1187,1.0544,1.314,1.1049,-0.3253,-0.6576,-0.62,-0.2671,-0.3449,-0.4081,-1.0985,0.9065,0.9672,0.6912,0.6012,1.0844,-0.9792,-0.1015,0.4637,-0.9827,-0.5928,-1.4832,-0.4347,-0.3397,-0.7823,-0.3284,-2.2776,-1.7161,-0.3345,-1.0481,0.0979,-1.5886,-1.2188,-1.3048,46.0,0,505.0718,514.1222,468.8327000000001,496.0089,0,1
39203733.0,8.0,5.0,0.0,16.08,General,12.0,26.64,250.0,200.0,150.0,1500.0,-0.9067,0.8,0.21,1.33,9.0,5.0,-0.2939,-0.2028,-1.0527,-0.4458,-0.2834,0.871,0.7628,0.373,-0.99,-1.3914,-1.0333,-0.474,0.0346,1.3468,1.2374,-1.0064,-1.272,0.6912,0.6012,-0.6583,-0.733,-1.3692,0.4637,-0.267,0.3385,-0.8273,-0.8444,-1.186,-0.7823,-0.5079,-0.7604,-1.7161,-0.0186,-0.5795,-0.9651,-0.6261,-0.1653,-1.3048,30.0,1,651.8354999999999,672.2874999999999,613.3025,645.8085,0,0
