CNTSTUID,GRADE,AGE,ISCEDL,PAREDINT,HISEI,IMMIG,REPEAT,ESCS,UNDREM,METASUM,METASPAM,HOMEPOS,CULTPOSS,HEDRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,GCSELFEFF,GCAWARE,ATTIMM,INTCULT,PERSPECT,COGFLEX,RESPECT,AWACOM,GLOBMIND,DISCRIM,BELONG,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,Is_MISCED_5B,Is_FISCED_5B,Is_HISCED_5B
60804616.0,0.0,15.67,ISCED level 2,16.0,25.95,Native,Did not repeat a  grade,-1.3577,-1.64,-0.57,-1.41,-2.8437,-0.4076,-1.0527,-1.9725,-0.4289,0.3737,0.2682,-1.6759,-1.037,-0.5786,-0.9104,1.2148,-0.5485,1.5715,1.1904,1.0844,-2.345,-0.9834,0.5428,-0.6232,0.4094,1.5024,0.9703,-0.6417,-0.7173,-1.5447,0.068,0.7397,0.0038,-0.2105,-1.7176,-1.6317,-0.3896,-1.2219,69.0,1,287.9146,278.3782,275.7064,280.6664,0,0,0
60802826.0,1.0,15.75,ISCED level 2,16.0,44.14,Native,Did not repeat a  grade,0.2199,-1.64,-1.72,-1.41,0.065,-0.0214,1.1793,0.871,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.3051,1.8839,-0.0697,0.2705,-2.5375,2.0054,1.8164,1.8905,1.7411,1.2386,2.3693,1.8524,0.1904,-0.0549,-0.8957,0.8888,1.9097,2.1449,0.9289,-2.7948,-2.8778,1.7464,-3.2367,27.0,1,354.5853,388.2316,366.0917,369.6362,0,0,0
60805694.0,0.0,15.33,ISCED level 2,12.0,17.0,Native,Did not repeat a  grade,-2.2165,-0.6,-0.57,-0.96,-2.9547,-1.0692,-1.3835,-0.9609,-0.2023,0.1814,-0.3253,0.5029,-0.3335,0.4572,0.9278,0.6313,-0.4089,0.5082,1.2958,-0.6583,-0.4112,-0.1015,-0.4342,-0.6723,0.6502,-0.4684,0.0006,-0.6415,-1.0687,-1.0575,-0.4982,0.1686,-0.6318,-0.7917,-0.1577,-0.5056,0.5881,0.6818,48.0,0,380.8611,375.6129,348.07769999999994,368.1839,0,0,0
60806541.0,1.0,15.67,ISCED level 2,14.5,30.34,Native,Did not repeat a  grade,-0.727,1.5,-1.34,-0.96,-0.9828,0.8337,-0.5492,-0.3697,-1.1481,-0.7139,-0.5551,0.2169,0.2751,-0.5786,0.5665,2.0094,0.1222,0.409,1.9717,0.0083,-0.2047,0.5693,0.9606,1.7411,0.6502,0.4558,1.4751,0.5381,-0.9876,-1.0236,1.6052,-0.085,-0.6608,0.4561,0.2388,1.1965,-0.6615,-0.2444,35.0,1,364.3419,379.3547,365.6923,369.7963,1,0,1
60800975.0,-2.0,16.0,ISCED level 2,6.0,24.53,Native,Repeated a  grade,-2.518,-0.94,-0.18,0.42,-1.7334,-0.4076,-1.0527,-1.7836,0.1155,0.1103,-0.1625,-0.6576,-0.2116,-1.4494,0.1744,0.4779,0.1222,0.8812,1.6524,-0.6583,-0.2047,-0.1015,0.4637,0.2621,0.6502,0.7251,0.5761,1.0432,0.0677,0.6239,-0.1483,1.9097,1.1068,0.4614,0.4768,1.1444,1.1466,-0.8596,12.0,1,302.38790000000006,291.3339,278.8954,290.8724,0,0,0
60804745.0,-1.0,16.17,ISCED level 2,16.0,28.48,Native,Did not repeat a  grade,-0.4978,0.45,-0.18,-0.04,-0.9258,0.246,-0.5492,0.4922,1.314,1.8202,2.0165,0.2169,2.0871,2.0073,1.8245,0.2561,0.8214,1.5959,0.4992,-0.6583,0.1956,-0.1015,0.4637,0.2621,0.7301,-0.0614,-0.094,-0.5934,-0.0549,-0.2014,0.5566,0.4357,1.1068,0.4165,-0.1577,0.291,0.5881,0.3241,43.0,1,330.8441,332.6437,331.5236,331.6704666666667,0,0,0
60801934.0,1.0,15.5,ISCED level 2,16.0,53.15,Native,Did not repeat a  grade,-0.5344,-0.25,-0.18,-1.41,-2.1228,-0.5025,-0.9649,0.2108,1.314,-0.5799,0.8654,-0.6576,1.2234,-0.5786,1.2662,-0.421,-0.7391,-0.0697,0.2705,-0.6583,-0.2047,0.9982,0.3335,1.7411,0.5012,0.3858,1.8524,1.3434,0.0292,-0.2014,0.1338,0.6314,-0.0511,0.1278,1.4339,-0.2099,0.5881,0.0638,78.0,1,354.79229999999995,288.72400000000005,319.8721,321.12946666666664,0,0,0
60804429.0,0.0,15.33,ISCED level 2,14.5,23.8,Native,Did not repeat a  grade,-1.5973,-0.6,-1.72,-1.41,-2.7449,-1.0219,-1.956,2.0345,1.314,1.8202,2.0165,1.0346,1.5391,2.0073,1.8245,1.1411,1.8839,2.7752,0.2705,1.0844,2.0054,1.8164,1.8905,1.7411,0.1869,-0.0614,0.5761,-0.9477,-0.0549,1.3014,1.6052,0.1686,0.4613,0.9289,2.0513,2.6335,1.7356,1.4326,49.0,1,307.0745,358.9054,323.75390000000004,329.9112666666667,1,1,1
60806205.0,0.0,15.25,ISCED level 2,12.0,28.84,Native,Did not repeat a  grade,-0.9089,-0.6,-1.72,-0.5,-0.3982,-0.4076,0.0477,0.4922,1.314,1.8202,-0.3253,1.0346,2.0871,0.937,0.8874,0.5639,0.1222,-0.0697,0.2705,1.0844,0.7871,-0.1015,0.052,1.7411,-0.5928,-0.0614,0.2342,-0.541,0.3448,-0.2014,0.5566,0.4357,-0.2023,-0.5154,1.5588,0.291,-1.1549,-0.1939,19.0,0,372.8413000000001,407.305,372.7513,384.2992,0,0,0
60806578.0,0.0,15.42,ISCED level 2,6.0,23.47,Native,Did not repeat a  grade,-2.8235,-1.64,0.21,-0.5,-2.4075,0.246,-1.7257,-0.3697,-0.4466,-0.5522,0.3993,0.2169,0.0205,-0.4708,-0.3449,0.1531,0.1222,0.9065,1.0453,0.0281,-0.2047,-0.7233,-0.687,0.9269,-1.1176,0.4314,0.7335,-0.22,-0.8865,-0.5986,-1.0351,-0.5227,-1.0572,-0.7917,-0.771,-0.3066,1.0428,0.1756,20.0,0,338.0637,338.54550000000006,303.3087,326.6393,0,0,0
60806262.0,0.0,15.33,ISCED level 2,16.0,24.53,Native,Did not repeat a  grade,-0.9533,-0.6,-1.34,-1.41,-1.8243,-0.815,-1.7257,-0.1203,0.039,1.0055,0.2012,-0.6576,-0.6237,-0.1687,0.5665,0.2561,0.1222,1.2421,1.0453,0.4667,0.1956,-1.034,0.052,0.2621,-0.5928,-0.0614,-1.2137,-1.0682,-1.4454,-1.2083,1.6052,0.1686,-0.4576,-1.4721,-0.1577,0.291,0.0963,-0.5582,65.0,0,229.207,309.1059,269.7027,269.3385333333334,0,0,0
60800562.0,-2.0,15.75,ISCED level 2,6.0,24.53,Native,Did not repeat a  grade,-2.5374,-0.25,0.59,-0.04,-1.7793,-0.2314,-1.3216,-1.6978,0.2485,0.4854,0.2682,-0.6576,-1.515,0.1067,-2.1175,-0.2947,-1.8386,-0.524,-0.4021,0.0281,-1.2708,-1.9762,0.1097,1.1963,-2.4967,-1.1573,0.9703,-0.905,-1.5518,0.7275,-1.2347,-0.9115,-1.1702,-0.9,0.1833,-0.4917,0.8403,-0.9955,14.0,1,235.0791,341.6742,257.03550000000007,277.9296,1,0,0
60806498.0,1.0,15.58,ISCED level 2,12.0,17.0,Native,Repeated a  grade,-1.9563,-1.29,-0.18,-1.41,-2.3401,-1.0219,-1.3904,-0.6495,1.314,0.7198,-0.3253,0.2169,1.5391,-0.5786,0.1744,1.2829,0.1222,0.9065,0.2705,1.0844,2.0054,0.487,0.0208,0.9759,1.2386,0.4558,1.8524,0.5381,2.3015,-2.264,1.6052,1.9097,1.4543,0.9289,2.0513,-1.4607,1.0442,-0.6824,16.0,1,389.648,392.2291,373.1162000000001,384.9977666666667,0,0,0
60806489.0,0.0,15.75,ISCED level 2,16.0,17.0,Native,Did not repeat a  grade,-1.0125,0.1,0.21,0.42,-1.625,-0.815,-0.9726,-0.9868,0.1924,-0.7598,0.5984,-1.4861,0.0205,0.3721,-0.9809,-0.6843,-1.2669,-0.6949,1.0558,0.0281,0.7871,-1.6572,-1.1858,-0.9278,-1.9534,-1.0445,-1.3162,-0.3142,-2.4887,-1.1991,-0.0478,-1.2292,-0.2287,-1.0394,-0.4856,-1.3799,1.0428,0.0452,70.0,0,313.61060000000003,330.8785,299.54600000000005,314.6783666666667,0,0,0
60802343.0,0.0,16.0,ISCED level 2,12.0,53.15,Native,Repeated a  grade,-1.3445,-0.6,-1.72,-0.5,-2.522,-0.1227,-1.7257,0.6019,1.314,1.8202,2.0165,-0.6576,-0.62,2.0073,-0.2934,-0.2646,-1.4439,0.8812,1.6524,-0.6583,2.0054,-0.1015,0.4637,0.2621,1.2386,-0.0614,1.8524,-0.4152,-0.7679,-0.8681,1.6052,-1.0888,0.2165,0.9289,-0.1577,0.291,0.5881,-0.0633,57.0,0,312.6115,331.4962,289.7737,311.2938,0,0,0
60803789.0,0.0,15.67,ISCED level 2,14.5,51.5,Native,Did not repeat a  grade,0.1097,0.45,-0.18,-0.5,0.0417,0.0436,1.1793,-0.7159,0.6259,1.1049,2.0165,-0.6576,2.0871,2.0073,-2.2177,-0.6855,1.2374,0.409,0.2705,-0.6583,-0.2661,0.5693,-0.3799,0.8126,-0.5928,0.7396,1.8524,-0.6225,0.2121,-0.2014,1.6052,0.3517,0.2646,0.9289,2.0513,0.5469,0.5881,0.0914,11.0,1,515.2582,479.2521,519.4738,504.66136666666665,1,1,1
60800626.0,0.0,15.92,ISCED level 2,16.0,72.24,Native,Repeated a  grade,2.1558,0.8,1.36,0.87,3.3745,1.9916,1.1793,-0.0424,-0.6262,-0.7139,-1.6391,1.0346,-0.62,-0.5786,-0.2934,2.0094,0.1222,-0.0697,-0.2888,-1.1507,-0.2661,-0.1015,-0.687,1.1963,-0.5928,-0.0614,0.5761,2.3535,0.9153,0.9616,-0.3368,-0.0081,0.0168,0.1617,-0.2491,0.0713,0.1265,0.1731,45.0,1,514.2092,541.1313,571.1616000000001,542.1673666666667,0,0,0
60801412.0,1.0,16.17,ISCED level 2,14.5,77.1,Native,Did not repeat a  grade,0.1304,-0.6,-1.72,-1.41,-1.0621,-0.815,0.031,-0.0424,-0.2023,-0.0424,-0.3253,-0.6576,0.5102,-0.5786,0.1744,0.2561,0.1222,1.2421,1.6524,-0.6583,0.1956,-0.1015,0.4637,0.2621,0.7301,-0.0614,0.5761,-0.22,-0.954,-0.2014,-0.1483,-0.2842,-0.445,-0.4401,-0.1577,0.0713,0.5881,-0.3184,45.0,0,382.2197,393.06049999999993,373.1195000000001,382.7999,1,1,1
60800142.0,1.0,16.08,ISCED level 2,14.5,32.2,Native,Did not repeat a  grade,-1.4872,-0.25,-1.72,-0.5,-2.8629,-0.8327,-1.7257,-0.4003,1.314,1.8202,1.1225,-0.6576,1.5391,2.0073,0.6134,1.3812,0.1222,0.3787,1.6524,1.0844,0.1956,-0.1015,0.8794,0.2621,0.1869,0.3858,0.5761,-2.7142,-1.4486,-1.2083,0.1712,-1.7137,-0.6318,-1.1919,0.74,-1.044,0.5881,-0.3122,27.0,1,371.2423,322.15669999999994,346.01800000000003,346.4723333333333,0,1,1
60806037.0,1.0,16.0,ISCED level 2,12.0,25.95,Native,Did not repeat a  grade,-1.7071,-0.94,0.59,-1.41,-2.154,-1.0219,-0.5492,-0.0424,-0.2023,-0.0424,-0.3253,-0.6576,-0.62,-0.5786,0.1744,0.1748,0.8214,0.795,0.2705,1.0844,-0.2661,-0.1015,-0.687,0.2621,0.7301,-0.0614,1.8524,-0.2345,-1.3089,-0.2014,0.2865,0.9953,-1.6718,-0.4401,-0.1577,0.291,0.0963,0.6818,23.0,1,388.8561,368.9967,359.4509,372.4345666666666,0,0,0
60803451.0,0.0,15.5,ISCED level 2,16.0,32.2,Native,Did not repeat a  grade,-0.9665,-1.64,0.21,0.42,-2.2007,-0.8327,-1.6291,-0.6385,0.1924,0.2336,0.0728,-1.1847,0.4105,0.8329,-0.2934,0.1748,-0.5485,1.6792,1.2958,-1.1664,-0.2661,-0.772,0.0208,0.2621,-0.5928,-0.5536,0.1123,-0.078,-1.689,-0.8681,-0.1818,-0.116,-0.3506,-1.7005,-0.6661,-0.2933,1.2902,-0.8273,39.0,0,341.7152,329.10830000000004,329.97329999999994,333.5989333333334,0,0,0
60802827.0,0.0,15.25,ISCED level 2,12.0,28.52,Native,Did not repeat a  grade,-1.4712,0.45,-1.34,-1.41,-1.7124,-0.3571,-1.3835,-0.0424,1.314,1.1049,-0.3253,0.2169,-0.3644,2.0073,0.1744,0.8404,0.1222,-0.0697,0.2705,-1.8225,-0.2047,-0.6545,1.8905,0.2621,1.2386,-0.0614,-0.4347,0.1904,-0.0549,1.4992,0.2865,0.1215,0.5379,0.2249,1.1373,0.4622,0.5881,-0.7782,9.0,1,379.0841,392.6942,388.3895,386.7226,0,0,0
60805070.0,-1.0,15.92,ISCED level 2,12.0,30.34,Native,Repeated a  grade,-1.7047,-0.6,-0.57,-0.96,-2.346,-0.4076,-0.5413,-0.8051,-0.5973,-0.3001,0.2012,-0.6576,-0.2336,-0.2644,-0.3449,0.2891,-0.7391,0.409,0.9672,-1.1507,-0.9792,-1.6692,-0.687,-1.306,0.5012,-1.6871,-2.0701,-1.3846,-1.0657,-2.264,1.6052,0.1686,-1.2172,0.9289,-1.1704,-0.7124,-0.5252,-0.6843,6.0,0,264.5616,316.5844,255.3941,278.8467,0,0,0
60800534.0,0.0,15.25,ISCED level 2,12.0,24.53,Native,Did not repeat a  grade,-1.7396,-1.29,0.59,-0.96,-2.167,-1.9582,-1.4781,0.6911,-0.5088,1.8202,0.6796,-0.6576,2.0871,0.1915,-0.7827,0.073,-0.825,0.409,-1.272,-1.6139,-0.4112,-1.6207,-1.8939,0.2621,1.2386,-0.0614,1.8524,-1.0012,-1.4486,-1.038,0.4289,1.9097,0.9012,0.9289,-1.3848,-1.0113,0.5881,0.4909,58.0,0,323.22400000000005,306.9017,286.0801,305.4019333333334,0,0,0
60800980.0,1.0,16.0,ISCED level 2,12.0,17.0,Native,Did not repeat a  grade,-2.3305,-0.25,-0.57,0.42,-3.2242,-1.0692,-1.956,-0.4995,1.314,1.8202,2.0165,-0.6576,2.0871,0.1915,0.1744,0.5679,0.1222,1.2421,1.6524,1.0844,0.1956,0.487,0.4637,1.7411,1.2386,-0.0614,0.2342,-0.3169,-0.8865,-0.2014,1.6052,-0.116,-0.2153,-0.4401,-0.1577,0.6105,1.4245,-0.8596,21.0,0,377.9157000000001,342.6219,299.9123,340.14996666666667,0,0,0
60800635.0,1.0,15.5,ISCED level 2,12.0,32.2,Native,Did not repeat a  grade,-1.6377,-1.64,-1.34,-1.41,-2.2714,-0.3571,1.1793,-2.7124,1.314,1.8202,-0.3253,-0.6576,-0.62,-0.5786,0.2215,0.2561,-0.4089,0.409,0.2705,-1.1664,0.1956,-0.1015,-0.687,0.2621,0.1869,-0.5176,-1.3162,-0.9238,-1.5892,-0.5814,0.1712,-0.3707,-0.4924,-1.3434,-0.1577,-0.0311,0.9385,-1.0541,41.0,0,293.88379999999995,264.6754,279.54920000000004,279.36946666666665,0,0,0
60807592.0,0.0,15.33,ISCED level 2,16.0,23.53,Native,Did not repeat a  grade,-0.4619,-0.6,-0.57,-0.04,-0.6182,-0.0069,1.1793,-0.9184,-0.1512,-0.0899,-0.3253,-1.1847,-1.3058,-0.1687,0.2598,0.4779,0.1222,1.5715,1.0453,-1.4117,0.1956,-0.772,0.4637,0.5454,-1.6755,0.3611,-0.9149,-0.0486,-1.1429,-0.5986,0.5496,-0.3091,-0.4901,-0.5626,-1.1469,-0.3922,0.7302,-1.1247,75.0,1,263.33420000000007,281.6655,262.7317,269.2438,0,0,0
60801926.0,0.0,16.17,ISCED level 2,14.5,22.77,Native,Did not repeat a  grade,-1.3175,-0.6,-1.34,-0.96,-2.0374,0.0278,-1.1827,-0.1693,0.385,-0.2546,0.5121,-0.6576,-0.103,-0.1687,-0.5905,-0.8665,-0.4089,0.9065,1.6524,-0.6583,-0.4112,-0.7233,-0.2006,0.2621,0.1038,-0.0614,1.8524,0.3511,-0.0549,0.6423,0.2865,-0.5227,-0.3889,-0.4401,0.7863,-0.3066,1.4464,-0.9131,31.0,0,410.3411,365.1086,347.19140000000004,374.2137,1,0,1
60801317.0,1.0,15.92,ISCED level 2,12.0,71.39,Native,Did not repeat a  grade,-0.7587,-0.94,-0.18,-1.41,-1.9589,-1.4693,-1.935,1.3671,1.314,1.8202,1.458,1.0346,2.0871,2.0073,1.8245,0.4779,0.1222,0.9065,1.2958,1.0844,-1.3898,1.8164,-1.2792,0.8126,1.2386,2.3693,1.8524,0.1904,-0.0533,1.4992,1.6052,0.3517,2.1449,0.9289,-0.1577,2.6335,3.1825,-0.1018,16.0,1,360.5677,301.9972,318.7523,327.1057333333333,0,0,0
60806106.0,0.0,15.83,ISCED level 2,16.0,17.0,Native,Repeated a  grade,-0.9387,0.8,-0.18,-0.5,-1.4508,-0.2314,-1.956,-0.1693,0.6259,0.6532,0.2682,-1.0657,0.5102,0.1067,0.1744,0.2561,-0.825,0.409,1.6524,-0.6583,0.1956,-0.772,0.4637,0.2621,-1.1889,-0.8386,-0.094,-0.472,-0.9453,-0.6155,0.4865,-0.8987,-0.6681,-0.0589,-0.7566,-0.2585,0.0963,-0.6913,66.0,0,346.2182,336.9897,294.0716,325.75983333333335,0,0,0
60804157.0,0.0,15.67,ISCED level 2,14.5,37.92,Native,Did not repeat a  grade,-0.8815,-0.25,-0.57,-1.41,-1.6892,-1.9582,-1.2862,0.4922,1.314,0.2329,1.1225,0.2169,2.0871,2.0073,1.8245,-0.3442,-0.5485,-0.0697,-0.2888,1.0844,-0.9792,1.1448,-1.4869,0.2621,1.2386,-0.5536,0.1123,0.0918,0.1316,-0.2014,0.0264,-0.3581,-0.5945,-0.7544,-0.8053,-0.7124,0.7302,-0.3184,56.0,0,460.0789,453.091,416.6350000000001,443.2683,0,1,1
60803837.0,1.0,15.75,ISCED level 2,12.0,62.13,Native,Did not repeat a  grade,-1.2018,-0.94,0.21,-1.41,-2.589,0.0278,-1.0527,-0.3697,1.314,0.5845,-0.3253,0.2169,0.5102,0.836,0.6797,0.6243,-0.4419,0.9065,1.0453,1.0844,0.1956,-0.1015,0.4637,0.2621,-1.1176,0.3858,1.8524,-0.4152,-0.7641,-0.2014,0.2865,-0.085,-0.5994,-0.4401,-0.1577,0.5049,-0.2021,-0.1939,20.0,0,405.584,404.0259,389.8035,399.80446666666666,0,0,0
60805733.0,0.0,16.17,ISCED level 2,16.0,39.04,Native,Did not repeat a  grade,-0.061,-0.6,0.59,-0.5,-0.3691,0.8337,1.1793,0.5156,1.314,1.8202,1.1225,1.0346,1.1847,2.0073,1.8245,1.0859,-0.4419,0.9065,0.2705,0.0281,-0.9792,-0.772,-0.2006,1.7411,1.2386,1.6438,1.8524,-0.2345,-1.4486,1.4992,1.6052,-0.6081,0.4613,0.9289,2.0513,1.526,0.0963,0.6678,9.0,1,308.6422,279.619,329.1081,305.78976666666665,0,0,0
60802188.0,1.0,16.17,ISCED level 2,14.5,26.64,Native,Did not repeat a  grade,-0.4961,0.1,0.21,-1.41,-1.0713,0.6008,-1.3311,0.4821,-0.7769,1.0067,-0.3253,0.5029,0.1526,0.1941,0.1744,0.5625,0.1222,-0.0697,0.2705,0.0042,-0.2047,-1.6572,-0.13,-0.4276,0.4094,-1.0718,0.5761,0.6836,0.4142,-0.2014,-0.4982,-0.4441,-0.9926,-0.4401,-0.1577,0.291,-1.1549,-0.3184,17.0,1,417.5965,397.41480000000007,420.6734,411.8949,0,1,1
60800206.0,0.0,15.33,ISCED level 2,14.5,66.42,Native,Did not repeat a  grade,-0.3791,-0.6,-0.57,-0.5,-1.7852,-0.9324,-0.4396,-0.8093,0.7628,0.0345,0.7743,-0.6576,-1.3412,0.1067,0.5665,0.3342,0.1222,1.2421,1.6524,-1.6157,0.6314,0.487,0.4637,0.9759,0.1038,-0.4684,-0.3152,0.6279,-1.4486,-0.2014,-0.4982,-0.5651,-0.457,-0.164,-0.7593,-0.8469,1.4245,-1.1174,72.0,0,307.7571,297.5926,290.2009,298.51686666666666,1,1,1
60802204.0,-2.0,15.5,ISCED level 2,16.0,16.38,Native,Repeated a  grade,-0.95,0.45,1.36,1.33,-1.4496,0.0122,-1.3904,-2.7124,0.039,-0.5077,-1.256,-1.8624,-0.62,-1.4494,-1.0615,-0.6855,0.1222,0.8812,1.0453,0.0042,-1.2263,-1.4138,-0.3498,-0.9827,-1.6755,0.0018,-0.9149,-0.2782,-1.2939,0.2289,-0.1818,-0.3707,-1.078,-1.0394,-1.4044,-1.0242,1.3398,-0.4737,7.0,1,216.8457,259.16459999999995,225.08230000000003,233.69753333333333,0,0,0
60800704.0,1.0,16.08,ISCED level 2,16.0,17.0,Native,Did not repeat a  grade,-0.6955,-0.6,-0.95,0.42,-0.876,0.0631,0.0477,-0.6646,0.6259,0.7198,1.5844,0.6402,1.4931,0.7397,-0.2934,1.0399,-0.4419,1.2421,0.7192,0.4667,-0.2047,-0.1015,-0.2006,0.2621,1.2386,0.4152,1.3357,-0.4853,-0.4541,-0.8681,1.6052,0.3859,0.063,0.0129,-0.1577,-0.3819,1.2675,-0.4778,59.0,1,307.22610000000003,285.8948,310.08630000000005,301.0690666666667,0,0,0
60801700.0,1.0,15.67,ISCED level 2,14.5,82.41,Native,Did not repeat a  grade,-0.3988,-0.6,-1.72,-0.5,-2.5517,-1.7296,-2.049,0.7843,1.314,0.5467,2.0165,1.0346,2.0871,2.0073,1.8245,0.3903,0.1222,-1.8876,-1.272,-0.6583,1.2643,1.8164,-1.8939,1.7411,1.2386,0.7761,1.8524,2.3535,2.3015,0.2503,1.6052,1.9097,2.1449,0.9289,0.9591,0.6276,-1.1549,0.8801,9.0,0,383.3026,419.4186000000001,397.9759,400.2323666666667,1,0,1
60804580.0,0.0,15.33,ISCED level 2,12.0,39.04,Native,Did not repeat a  grade,-1.0886,-1.64,0.59,0.87,-1.282,-0.2557,-1.9183,-0.4511,-0.7659,1.0055,-0.6555,-1.5847,0.4831,-1.601,-1.0348,-0.1058,-1.1806,0.409,-0.4021,0.0042,-0.3907,-1.7067,-1.8939,-0.8645,-0.3171,-1.9047,-1.4972,-1.3121,-2.2409,-1.5612,-0.3066,-0.2098,-0.815,0.9289,-1.741,-1.3221,0.1957,-1.1351,39.0,0,237.90860000000004,271.00820000000004,220.8311,243.24930000000003,0,0,0
60805308.0,0.0,15.75,ISCED level 2,12.0,17.0,Native,Repeated a  grade,-2.0477,-0.94,-0.18,-0.5,-2.556,-1.0219,-1.4253,-0.7949,0.2048,1.8202,1.5844,-0.6576,0.9261,0.4546,0.1744,-0.1319,-1.0985,0.9065,1.2958,0.4626,0.1956,-0.1015,0.4637,0.2621,0.1869,-1.0812,-1.1295,0.1904,-0.2398,-0.5986,0.1712,-0.4441,-0.4148,-0.7917,-0.5122,-0.2912,1.4464,-0.445,10.0,0,334.3807,354.47510000000005,296.4679,328.4412333333334,0,0,0
60803094.0,0.0,15.67,ISCED level 2,16.0,71.39,Native,Did not repeat a  grade,0.2615,-1.64,-1.72,-1.41,-1.0633,0.246,-1.5925,-0.0424,-0.2023,0.6532,0.2682,-1.1847,-0.62,-0.5786,0.1744,0.2561,0.1222,1.2421,1.6524,0.0083,0.1956,-0.1015,0.4637,1.1963,-0.7871,-0.0614,1.8524,-0.9477,-1.9748,0.6239,0.0264,0.6314,0.7885,0.9289,0.6847,0.291,0.5881,-0.9879,24.0,0,406.5329999999999,369.5658,380.71539999999993,385.6047333333333,1,0,0
60802671.0,-1.0,15.42,ISCED level 2,16.0,26.64,Native,Repeated a  grade,-1.2694,-0.94,0.21,-1.41,-2.6505,-0.5699,-1.5845,-1.679,0.6259,0.3183,0.2012,-1.4902,-0.7358,-0.5786,-0.3689,0.7799,0.1222,0.409,1.1904,-1.1664,0.1956,-1.034,-0.0845,-0.569,-1.566,-0.7622,-1.0266,-1.1695,-2.0334,-0.8845,-1.0193,-0.6862,-0.797,-0.3893,-0.9209,-0.5245,1.1253,-1.1132,1.0,0,232.0263,254.74550000000005,237.9973,241.5897,0,0,0
60805082.0,1.0,16.08,ISCED level 2,12.0,36.86,Native,Did not repeat a  grade,-0.6163,1.5,0.98,1.33,0.1717,0.246,-0.3792,-0.0424,-0.0037,1.1049,0.7743,1.0346,1.1884,0.5437,1.2403,2.0094,1.8839,-0.524,-0.7816,1.0844,-0.2661,0.5693,1.3423,-0.9827,0.1869,-0.0614,0.5761,1.5384,2.3015,0.2504,1.1479,1.1388,1.0852,0.9289,2.0513,0.8345,0.4797,-0.1843,13.0,1,519.2612999999999,603.2462999999999,588.7973,570.4349666666666,1,0,1
60801127.0,1.0,16.0,ISCED level 2,12.0,29.47,Native,Did not repeat a  grade,-1.0138,1.15,0.21,-0.5,-0.6743,-0.2493,-0.5492,-0.0424,-0.3971,-0.5066,0.7743,-0.6576,0.2751,-0.1716,0.1744,-0.2119,-1.0985,1.2421,1.0453,-1.1507,0.1956,1.1448,0.1097,1.7411,1.2386,1.1777,0.8347,0.086,-0.3508,-0.5986,1.6052,1.9097,0.2165,0.9289,1.4339,0.986,1.2675,0.0544,64.0,0,538.5193,508.7287,526.9809,524.7429666666667,0,0,0
60806113.0,0.0,15.25,ISCED level 2,12.0,30.34,Native,Did not repeat a  grade,-1.7056,-0.94,-0.18,-0.5,-2.3483,-0.4076,-1.0527,-0.0424,0.3995,0.5837,-0.9181,1.0346,0.4764,-0.5786,-1.0883,2.1804,1.8839,-1.8876,-0.4593,1.0844,-2.345,-2.7365,-1.2792,1.1963,0.6502,1.6219,1.8524,1.2684,1.6246,1.4992,1.1479,1.9097,2.1449,0.9289,2.0513,1.5639,-1.1549,2.7249,55.0,1,424.2944,442.822,445.8486000000001,437.655,0,0,0
60805227.0,-1.0,15.83,ISCED level 2,9.0,17.0,Native,Repeated a  grade,-2.9897,-0.25,-0.57,-0.96,-3.6454,-1.648,-2.4101,-0.733,-1.0628,-0.7592,-0.6555,-1.0691,-0.8885,-1.4537,-0.3687,-0.2084,-0.9937,1.137,1.1904,-1.1664,0.4352,-0.1982,-0.3498,0.147,0.3385,-0.4004,0.0217,-0.3618,-1.5431,-0.8565,0.7594,-0.5227,-0.3889,-0.7544,-1.0637,-0.7428,0.1265,-1.08,12.0,0,276.4817,263.0057,237.1564,258.8812666666667,0,0,0
60805719.0,1.0,16.08,ISCED level 2,16.0,17.0,Native,Did not repeat a  grade,-1.0818,0.8,0.21,0.42,-1.789,-0.8327,-1.5164,2.0345,1.314,1.8202,1.0179,1.0346,2.0871,0.4572,1.8245,0.4779,0.1222,1.2421,0.9672,1.0844,2.0054,1.8164,-1.8939,1.7411,-0.5928,2.3693,1.8524,0.1904,2.3015,1.4992,1.6052,1.9097,2.1449,0.9289,2.0513,1.4028,-1.1549,0.6653,39.0,1,314.22720000000004,281.8009,315.51390000000004,303.8473333333334,0,0,0
60804316.0,1.0,16.17,ISCED level 2,12.0,36.35,Native,Did not repeat a  grade,-1.1608,0.8,0.59,-1.41,-1.3314,-1.4693,0.1806,0.6019,0.385,-0.0424,-0.9181,1.0346,0.7551,2.0073,0.1744,1.6041,-0.4419,-0.0697,0.8232,-1.1664,-0.8705,1.1448,1.8905,1.7411,-0.5928,-0.0328,1.8524,-0.792,-1.4486,1.4992,1.6052,1.9097,0.2165,0.9289,0.74,0.6775,0.5881,-0.6659,45.0,1,376.53550000000007,336.7163,359.5567,357.60283333333336,0,0,0
