CNTSTUID,GRADE,AGE,ISCEDL,PAREDINT,HISEI,IMMIG,REPEAT,ESCS,UNDREM,METASUM,METASPAM,HOMEPOS,CULTPOSS,HEDRES,DISCLIMA,TEACHSUP,DIRINS,PERFEED,EMOSUPS,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,RESILIENCE,MASTGOAL,GCSELFEFF,GCAWARE,ATTIMM,INTCULT,PERSPECT,COGFLEX,RESPECT,AWACOM,GLOBMIND,DISCRIM,BELONG,WVARSTRR,GENDER,MATH,SCIENCE,READ,TOTALSCORE,Is_MISCED_5B,Is_FISCED_5B,Is_HISCED_5B
60802394.0,-1.0,15.42,ISCED level 2,16.0,17.0,Native,Did not repeat a  grade,-1.4925,-0.6,0.98,1.33,-2.7594,-0.0069,-1.7257,-1.0963,-0.0037,0.5467,-0.3253,-0.6576,-0.0716,-0.5786,-0.4141,0.1748,0.1222,0.5082,0.9672,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.4684,-1.3162,2.3535,0.801,-0.2014,-0.2381,-0.5052,-0.2287,0.4561,-0.1577,-0.0131,3.1825,-1.1174,14.0,0,348.07039999999995,357.47610000000003,323.08820000000003,342.87823333333336,0,0,0
60804760.0,1.0,15.75,ISCED level 2,12.0,33.83,Native,Did not repeat a  grade,-1.6054,0.45,-0.18,1.33,-2.2686,-0.0069,-1.3835,0.627,0.7628,0.2329,-1.256,1.0346,1.1884,0.4546,0.1744,2.0094,0.8214,0.409,0.8232,0.0083,-0.8441,-2.7365,-0.4342,0.2621,1.2386,0.7251,0.0006,0.0043,-0.6606,-1.5728,1.6052,1.9097,1.0017,0.9289,-1.7176,-1.4607,-0.3896,0.1554,5.0,1,429.6675,446.0965,426.4805,434.0815,0,0,0
60806389.0,0.0,15.42,ISCED level 2,12.0,38.44,Native,Did not repeat a  grade,-1.112,0.1,-1.72,-0.96,-1.3103,-1.0219,-0.9649,-1.0331,1.314,1.8202,-0.3253,1.0346,1.5391,-0.5786,-0.3449,1.152,0.1222,0.795,0.2705,1.0844,0.1956,-0.1015,1.8905,1.7411,0.1869,-0.0614,1.8524,0.1904,0.1344,-0.822,-0.3198,1.9097,-0.059,0.4165,-0.9934,-1.1704,2.1133,0.0075,2.0,0,344.4112,321.6043,322.08810000000005,329.36786666666666,0,0,0
60801843.0,-1.0,15.58,ISCED level 2,6.0,24.53,Native,Repeated a  grade,-2.8611,-0.94,-0.57,-1.41,-2.544,-0.4076,-1.2258,-0.7677,0.385,0.182,0.2682,-1.1847,0.7869,-0.1687,-0.4141,0.4136,-1.0985,0.9065,1.0453,-0.6583,-0.2047,-0.1015,-0.687,-0.1652,0.7301,-0.5176,-1.0266,-0.3893,-0.8865,-0.8513,0.1712,-0.7997,-0.7085,-1.2781,-0.904,-0.2077,-0.2861,-0.9331,37.0,1,291.5522,340.9836,309.3294000000001,313.95506666666665,0,0,0
60801256.0,1.0,15.67,ISCED level 2,12.0,30.34,Native,Did not repeat a  grade,-1.0633,0.45,-0.18,-0.5,-0.8305,-1.9582,-0.1357,-0.0424,1.314,1.8202,-0.3253,-0.6576,-0.62,-0.5786,0.1744,-0.2119,0.1222,1.2421,0.9672,-0.6583,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,0.1904,2.3015,-0.2014,0.2865,0.1686,0.0305,-0.4401,-0.1577,-0.0287,1.7356,-0.3184,38.0,0,402.4736,379.0598,384.7202,388.7512,0,0,0
60800979.0,0.0,15.25,ISCED level 2,14.5,17.0,Native,Did not repeat a  grade,-0.9933,-1.64,-1.34,-0.96,-1.0116,1.2422,-1.1827,-1.1001,1.314,1.8202,-1.256,0.2169,-0.3988,-2.2652,0.636,0.5266,0.1222,1.2421,1.1904,0.4626,0.6314,-0.1015,-0.4342,0.2621,1.2386,-0.0614,0.5761,-1.6629,-0.693,-0.2014,1.0676,0.3517,0.7809,0.2294,0.3046,0.6105,1.3527,-0.8273,65.0,0,287.0782,334.9244,296.8439,306.2821666666667,0,1,1
60806755.0,-1.0,15.67,ISCED level 2,16.0,24.98,Second-Generation,Repeated a  grade,-0.6643,-0.94,0.21,-1.41,-1.1616,0.8337,1.1793,-1.6308,1.314,-2.9425,0.1726,-0.6576,-0.9999,-2.2652,-1.3354,0.2561,0.1222,1.5715,0.9672,-1.1534,-0.4112,-0.1015,0.1097,0.2621,1.2386,-0.0614,-0.4347,-0.3495,-1.4486,-0.2014,1.6052,-0.6379,-1.3645,-0.4722,-0.1577,0.291,0.9385,-0.9879,57.0,0,210.3857,299.8459,250.1316,253.4544,0,0,0
60805769.0,0.0,16.08,ISCED level 2,12.0,59.35,Native,Did not repeat a  grade,-1.1664,-0.94,0.59,-0.5,-2.3802,-0.3571,-1.0527,-0.0424,-0.9112,1.8202,-0.3253,-0.6576,1.1469,2.0073,0.1744,1.4909,-0.4089,1.2421,0.7192,-0.6583,-0.2047,-0.1015,0.4637,0.2621,0.4094,-0.0614,0.5761,-0.685,-0.0549,-0.2014,1.1479,-1.8406,-2.0396,-0.054,-0.1577,-0.3803,0.5881,-0.3184,28.0,1,361.1254,365.12,364.8033,363.6829,0,0,0
60805124.0,0.0,15.42,ISCED level 2,16.0,21.82,Native,Did not repeat a  grade,-0.7775,-0.6,-0.57,0.87,-1.287,-0.375,-0.6947,-1.3074,0.039,-0.0424,0.2012,-1.0657,-1.037,-0.5786,-1.0615,0.0379,0.1919,0.9065,1.8743,-0.6952,1.1811,0.487,0.5949,0.0494,0.6502,-0.0607,-0.8444,-0.3357,-0.9502,-0.2309,-0.9018,-1.2641,-0.9752,-1.7222,-1.0263,0.6436,1.7131,-0.7577,4.0,0,297.4599999999999,343.13370000000003,289.7846,310.1261,0,0,0
60805575.0,0.0,15.42,ISCED level 2,16.0,86.72,Native,Did not repeat a  grade,0.5691,-1.64,-0.57,1.33,-1.0267,-0.1989,-0.1357,0.9207,-0.3971,-0.2546,0.7743,0.2169,-0.103,-0.1716,0.1744,-0.2119,-0.4089,0.9065,0.2705,0.0281,0.1956,0.5693,-0.687,0.8126,1.2386,-0.4684,-0.094,-0.3805,0.1578,-0.2014,0.678,-0.085,0.0168,-0.4401,0.5741,0.291,-1.1549,-0.3184,75.0,1,477.548,534.2189000000001,509.845,507.2039666666666,0,0,0
60803792.0,-1.0,15.25,ISCED level 2,14.5,44.14,Native,Repeated a  grade,-0.7504,0.8,-0.95,-1.41,-1.6593,-0.5025,-1.3835,-0.4662,0.6259,1.8202,0.9044,-1.1847,-0.2367,-1.4494,-0.3449,-0.115,-0.4089,1.2421,1.0453,-0.6583,-0.9792,-0.6545,0.1097,-0.3121,0.4094,-0.8386,0.5761,-0.1424,-0.8239,-0.6155,0.4036,1.1388,1.0017,-1.2218,-0.5801,-0.3823,1.2902,-1.0013,9.0,0,318.42740000000003,363.318,331.2965,337.68063333333333,0,1,1
60801109.0,0.0,15.83,ISCED level 2,14.5,54.55,Native,Did not repeat a  grade,-0.1275,0.45,0.59,0.42,-0.6562,0.246,1.1793,2.0345,1.314,1.8202,2.0165,1.0346,2.0871,2.0073,1.8245,1.2475,0.1222,-0.0697,-1.272,1.0844,0.3709,1.8164,-1.8939,1.7411,0.6502,1.111,1.8524,2.3535,2.3015,1.4992,0.2865,0.2487,1.4543,0.9289,2.0513,2.6335,-1.1549,-0.1017,80.0,0,463.6148999999999,442.3959,410.1289,438.7132333333333,1,0,1
60802455.0,0.0,15.75,ISCED level 2,16.0,26.64,Native,Did not repeat a  grade,-0.7263,-0.6,-1.72,-1.41,-1.9992,0.246,-1.7257,-0.2639,0.298,1.8202,-0.3253,-0.6576,0.2719,-0.5786,0.1744,1.2475,0.1222,-0.6311,-0.0268,-0.6583,-0.5229,-1.3692,-0.687,0.2621,0.3385,-0.0614,1.1969,0.1904,2.3015,-0.6155,-2.4881,-1.9322,-1.6677,0.9289,-0.1577,0.0845,1.4245,-1.4949,14.0,1,306.7751,290.2483,300.0867,299.0367,0,0,0
60805137.0,0.0,15.58,ISCED level 2,16.0,60.44,Native,Did not repeat a  grade,-0.0325,-0.94,-1.72,-1.41,-1.2652,0.2244,-1.0527,-0.3697,-0.2023,-0.5794,0.5121,-0.6576,0.5102,-0.5786,0.1744,-0.0035,-0.825,-0.0697,0.2705,1.0844,-0.5707,-0.1015,0.4637,-0.6723,-1.1176,-1.0884,0.5761,-0.1856,-0.0549,-0.2014,0.2865,-0.8702,-0.8312,-0.1587,-0.1577,0.291,0.5881,-0.6659,72.0,1,405.229,424.9167000000001,415.3925,415.1794,1,0,0
60804767.0,1.0,15.92,ISCED level 2,14.5,43.06,Native,Did not repeat a  grade,-0.279,-0.6,-0.57,-1.41,-0.4969,-0.1989,1.1793,1.4022,0.7628,1.8202,-0.7784,-1.6711,2.0871,0.4572,0.1744,0.2561,0.1222,1.2421,-0.4021,-1.4117,0.1956,-0.772,-0.4342,0.2621,0.5012,0.8236,1.8524,-0.262,0.1876,-0.5986,-0.2436,-0.8702,0.0168,-1.0394,-0.1577,-0.843,1.0167,0.4909,29.0,1,348.8588999999999,285.75179999999995,296.2614,310.2907,1,1,1
60805999.0,0.0,15.67,ISCED level 2,6.0,71.39,Native,Did not repeat a  grade,-2.0977,-1.64,-1.34,-0.96,-2.8499,-1.4693,-1.7257,0.2108,0.7015,1.8202,-0.7784,-0.6576,-0.3644,0.836,-0.2934,0.0867,-0.7391,0.9065,1.2958,0.0083,-0.2661,-0.1015,-0.2006,0.2621,1.2386,-0.5536,0.5761,-0.4038,-0.542,-0.6155,-0.5669,-0.116,-0.4652,-0.164,-0.7176,-0.2585,1.0167,-0.3184,30.0,0,410.0873,382.4993999999999,384.4422,392.34296666666665,0,0,0
60800925.0,0.0,15.5,ISCED level 2,12.0,24.53,Native,Did not repeat a  grade,-1.8462,0.45,-0.57,1.33,-2.4187,-1.9582,-1.0752,-0.0896,-0.3172,0.182,-1.256,-0.6576,0.2464,0.1067,-0.6413,0.3113,0.1222,0.9065,0.7192,-0.6583,-0.6888,-0.7233,0.052,-0.1652,1.2386,-0.4684,-0.8444,-0.5851,-0.7679,-0.6389,-0.3856,-0.4742,-0.432,-1.2218,-0.904,-0.4563,1.4245,-0.445,37.0,1,323.27879999999993,357.48029999999994,340.5531,340.4374,0,0,0
60801849.0,0.0,15.25,ISCED level 2,16.0,70.09,Native,Repeated a  grade,-0.252,0.45,-0.18,-0.5,-2.2182,0.0631,-1.25,-1.4279,1.314,1.8202,0.3367,-1.0657,0.9325,2.0073,-0.2934,0.2146,-0.4419,0.9065,1.6524,-1.6139,-0.4112,-0.1015,-0.687,0.2621,0.7301,-0.8547,-1.327,0.0346,-1.3012,-0.6155,1.3991,-0.198,-1.6677,-2.0383,-1.1716,-0.5056,1.5785,-0.9165,61.0,0,296.0828,277.8306,279.4641,284.4591666666667,0,0,0
60805596.0,0.0,15.33,ISCED level 2,16.0,17.0,Native,Repeated a  grade,-0.9772,0.8,-0.95,-1.41,-1.5418,-0.4076,0.6184,-0.5664,0.7015,-0.5788,-0.9181,-0.6576,-0.3335,-1.0467,-0.5551,0.0924,-0.7133,-0.1483,0.2705,-0.6583,0.1956,-2.0267,-0.0845,0.2621,1.2386,-0.0614,-1.7872,-0.269,-2.1467,-1.3447,0.1039,-0.1916,2.1449,-0.521,-0.1577,-0.7922,-0.08,-0.9156,11.0,0,254.8652,297.8226,215.3238,256.0038666666666,0,0,0
60801474.0,1.0,15.92,ISCED level 2,12.0,22.77,Native,Did not repeat a  grade,-1.538,-0.6,-0.57,-1.41,-1.6113,-0.0706,-1.0527,1.0832,-0.5284,0.2329,2.0165,1.0346,0.5441,-0.1687,-0.2934,2.5163,0.1222,0.409,1.0453,1.0844,-2.345,1.8164,-1.4242,1.7411,0.6502,1.6438,1.8524,-2.598,2.3015,-0.2014,0.2865,-0.2566,0.2165,0.9289,2.0513,-0.3045,0.5881,0.6344,7.0,1,348.6973,364.1948,366.478,359.79003333333327,0,0,0
60801456.0,0.0,15.83,ISCED level 2,9.0,17.0,Native,Repeated a  grade,-2.4665,-1.64,-1.72,-0.5,-2.409,-0.5025,-0.5813,-1.0412,1.314,1.8202,0.7743,-0.6576,0.5102,2.0073,0.1744,0.2561,0.1222,1.2421,1.1904,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,0.4147,-0.0549,-0.2014,0.8026,0.2633,0.3619,0.4561,-0.1577,0.291,0.8067,-0.7814,47.0,1,293.6831,262.4108,273.4899,276.5279333333333,0,0,0
60800545.0,1.0,15.75,ISCED level 2,16.0,39.02,Native,Did not repeat a  grade,-0.8313,1.15,0.59,-0.04,-2.1882,-0.4076,-1.956,0.9639,1.314,1.8202,0.2012,1.0346,1.4882,0.1041,0.636,1.2085,0.8214,1.2421,1.6524,1.0844,0.1956,-0.1015,0.4637,1.348,1.2386,1.1262,1.8524,1.0548,1.4571,-0.2014,1.0676,1.1388,0.4613,0.9289,0.9591,0.291,0.5881,0.6344,40.0,1,372.8678,329.24799999999993,343.1087999999999,348.4082,0,0,0
60806718.0,1.0,15.75,ISCED level 2,9.0,24.49,Native,Did not repeat a  grade,-2.3671,0.45,-0.57,-0.96,-2.5114,-0.5025,-1.1441,-0.2846,1.314,1.1049,0.7743,1.0346,2.0871,1.323,1.2403,1.4842,0.1222,-0.0697,0.2705,1.0844,-0.5707,1.8164,1.3423,1.7411,1.2386,0.7872,1.1969,0.6686,1.246,0.9616,-0.3491,1.1945,1.4864,0.9289,2.0513,2.0049,-0.6615,0.9423,63.0,1,344.0219,397.2992,389.2145000000001,376.8452,0,0,0
60802191.0,0.0,15.58,ISCED level 2,12.0,17.0,Native,Did not repeat a  grade,-2.0754,-1.64,-0.95,-1.41,-2.6214,0.0631,-0.9649,-0.0424,-1.1481,1.8202,-0.3253,1.0346,2.0871,-0.5786,0.1744,0.4779,1.1971,1.2421,1.6524,-0.6583,0.1956,-0.1015,-0.687,1.7411,1.2386,0.8021,0.5761,0.1904,2.3015,-0.2014,0.1338,0.1686,0.2165,-0.4401,-0.1577,0.8802,0.5881,-0.3184,7.0,1,342.0442,347.9986,315.92500000000007,335.3226,0,0,0
60803102.0,1.0,16.08,ISCED level 2,12.0,25.06,Native,Did not repeat a  grade,-1.6492,-0.25,-0.57,0.42,-1.9773,0.8337,-1.7257,-0.0424,0.1694,0.2336,0.5121,-0.6576,0.0205,-0.5786,0.1744,0.2515,-0.849,1.2421,0.2705,-0.6583,0.1956,-0.1015,-0.687,0.2621,0.7301,-0.0614,0.5761,-0.7385,-0.9267,-0.8396,-0.1705,-0.6081,-0.2807,-0.4401,-0.7098,-0.2186,1.0167,-1.3106,71.0,0,390.6644,377.1981,335.658,367.8401666666667,0,0,0
60801697.0,0.0,16.0,ISCED level 2,16.0,16.38,Native,Repeated a  grade,-1.2801,-0.6,-0.18,-1.41,-2.2296,-0.9324,-1.6291,0.0946,-0.2023,0.3183,0.2682,-0.6576,0.2719,-1.0467,-0.6894,-0.6001,-0.825,0.5082,1.1904,-1.1664,-0.2047,-1.071,0.1097,0.2621,-0.5928,-0.8277,-0.6331,-1.5158,-1.7383,-0.6155,0.203,0.6314,1.0229,0.1278,-0.8984,-0.1169,0.3228,-1.1174,65.0,0,325.30030000000005,329.6415,270.7469,308.5629,0,0,0
60802883.0,0.0,15.42,ISCED level 2,16.0,55.25,Native,Did not repeat a  grade,0.3253,-1.64,-1.72,-1.41,-0.1861,0.1685,1.1793,-0.3697,0.7015,0.4861,-0.3253,0.6402,-0.62,-0.5786,0.1744,-0.2119,-1.0985,1.2421,1.6524,1.0844,0.1956,-0.1015,0.4637,0.8126,0.1869,-0.0614,0.8347,-0.9477,-1.4486,-0.2014,0.2865,0.1686,0.2165,-0.4401,-0.1577,-0.5344,0.5881,-0.5707,60.0,1,369.141,383.896,352.7574000000001,368.59813333333335,0,0,0
60806978.0,-1.0,15.5,ISCED level 2,12.0,68.54,Native,Repeated a  grade,-0.7315,-0.25,0.59,-0.96,-1.7663,-1.0219,-0.9386,-0.5396,0.298,0.7198,0.3686,-1.292,0.1781,0.8329,-0.6573,0.7935,-0.9323,1.2421,0.8769,1.0844,-1.3427,-0.1015,-0.0845,-1.2188,-1.3186,-1.0494,-0.3152,-0.5456,-1.2079,-0.0505,1.6052,-0.6862,-0.5155,-0.5626,-1.2401,-0.9608,-0.3896,-1.204,32.0,0,277.71939999999995,316.866,251.49010000000004,282.0251666666666,0,0,0
60802747.0,0.0,16.08,ISCED level 2,12.0,40.56,Native,Repeated a  grade,-1.1375,-0.25,0.21,-0.04,-1.4658,0.5479,-1.3904,0.6019,1.314,1.8202,0.7743,-0.6576,0.5102,2.0073,1.3209,0.7202,0.1222,1.2421,1.6524,1.0844,0.1956,-0.1015,-0.687,0.2621,1.2386,-0.0614,0.5761,0.1904,-0.542,-0.2014,0.2865,0.1686,0.2165,0.9289,-0.1577,0.291,-1.1549,-0.3184,66.0,0,315.2508,362.5308,270.06530000000004,315.94896666666665,0,0,0
60804137.0,0.0,15.42,ISCED level 2,16.0,17.0,Native,Did not repeat a  grade,-1.5664,-1.64,-1.72,-1.41,-2.9339,-1.2856,-2.4403,-0.6351,-0.2023,1.8202,-0.3253,1.0346,0.5102,-0.5786,0.636,0.8878,-0.4419,0.9065,1.6524,0.0083,-0.8441,-0.1015,-0.9598,0.2621,1.2386,-0.0614,-0.4347,0.3511,0.4114,-0.2014,0.2865,0.4357,-0.8312,-1.0899,-0.1577,2.0049,1.7356,0.0348,80.0,0,400.205,351.9398,306.4363,352.8603666666666,0,0,0
60804786.0,1.0,15.92,ISCED level 2,16.0,17.0,Native,Repeated a  grade,-0.9431,0.45,0.98,-0.04,-1.4612,0.1685,-0.6853,-0.6398,-0.4671,-0.3888,1.3195,1.0346,0.3422,1.1853,0.6134,0.2196,0.6632,1.5959,1.2958,1.0844,2.0054,-0.1015,-0.4678,0.2621,-0.1064,-0.0614,1.1969,-0.8388,-1.3413,0.9616,1.0676,0.922,0.2165,-0.1587,0.2514,0.291,2.3153,-0.9302,79.0,0,257.8977,321.12170000000003,264.7057,281.2417,0,0,0
60807394.0,0.0,15.42,ISCED level 2,6.0,16.38,Native,Did not repeat a  grade,-2.7708,-1.64,-1.34,-0.04,-1.9639,0.0631,-1.3835,-0.5561,0.385,0.5467,0.5121,1.0346,0.3749,-0.1716,0.9888,0.4779,0.3486,1.2658,1.2958,1.0844,-0.2661,0.487,0.4637,0.9269,1.2386,0.3858,1.4751,-0.3564,0.5371,0.6239,1.0676,0.7624,0.6715,-0.6459,0.4842,-0.6855,0.0963,-0.7814,2.0,0,297.76030000000003,288.5239,319.0343,301.7728333333333,0,0,0
60804152.0,0.0,15.58,ISCED level 2,12.0,16.38,Native,Did not repeat a  grade,-1.6687,-1.64,-1.72,-1.41,-1.6325,-0.2314,1.1793,-0.0424,1.314,1.1049,-0.3253,-0.6576,-0.62,0.1067,0.1744,0.0773,0.1222,1.2421,1.6524,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-1.2865,0.5761,0.1904,-0.0549,-0.2014,-0.4982,-1.7137,-1.6677,-1.4721,-1.3933,0.291,1.7356,-0.445,8.0,1,274.0636,285.08669999999995,245.221,268.12376666666665,0,0,0
60805711.0,0.0,15.67,ISCED level 2,16.0,25.71,Native,Repeated a  grade,-0.3675,-1.29,-0.18,1.33,-0.4931,-0.815,-1.3943,-0.9868,1.314,-0.1174,0.2012,1.0346,0.0205,0.1067,0.1744,-0.2863,-0.4419,0.9065,0.7192,1.0844,0.1956,-0.1015,0.4637,0.2621,1.2386,0.4152,1.8524,-0.2423,2.3015,-0.6155,0.068,-0.3707,0.5629,0.4165,-0.1577,-2.8778,0.5881,0.6818,6.0,0,376.1492999999999,359.1283,316.308,350.5285333333333,1,0,0
60806838.0,0.0,15.42,ISCED level 2,12.0,39.04,Native,Did not repeat a  grade,-1.3164,-0.6,-0.18,-0.5,-1.8202,-1.9582,-1.0752,-0.3697,0.481,1.0067,2.0165,1.0346,0.5102,0.1941,1.8245,0.7425,0.8214,-0.524,-0.4593,1.0844,0.7262,0.9982,1.8905,0.8126,1.2386,1.6219,1.8524,-0.9477,-0.2497,1.4992,1.6052,1.9097,0.0226,0.9289,2.0513,1.1824,-1.1549,0.1634,32.0,1,384.3482,378.8812,372.8378,378.6890666666666,0,0,0
60803273.0,0.0,15.42,ISCED level 2,12.0,36.35,Native,Repeated a  grade,-1.9237,-0.25,-1.72,-1.41,-3.134,-1.9582,-2.9896,-1.9119,-0.3082,1.8202,-1.6391,-2.4468,-1.7115,-1.1725,-0.9809,0.6938,-2.4403,-1.1635,-0.4593,0.443,-1.1146,1.1448,-0.0576,-1.2188,-2.1783,1.1546,0.3812,-1.0443,0.1697,-2.264,0.9411,-3.2053,-3.2784,0.9289,-1.6766,0.3287,-0.6615,-1.2605,13.0,0,298.7368,308.097,241.1259,282.65323333333333,0,0,0
60801520.0,1.0,15.92,ISCED level 2,16.0,25.49,Native,Did not repeat a  grade,-0.7292,-1.64,-1.72,-1.41,-1.3379,0.0631,1.1793,-0.1248,0.3995,0.5853,1.3195,-0.6576,1.0419,0.8329,0.9276,0.3916,-0.7391,-0.0697,1.6524,-0.6583,0.571,-0.1015,-0.2006,0.2621,-1.2568,-0.0614,0.5761,0.1904,-0.0549,-0.2014,1.6052,0.1686,0.2165,0.9289,0.5494,-0.6135,1.7356,-0.392,3.0,0,336.4975,314.04380000000003,278.87430000000006,309.80520000000007,0,0,0
60807262.0,0.0,16.17,ISCED level 2,12.0,28.48,Native,Did not repeat a  grade,-1.5337,0.45,-0.18,0.42,-1.8582,-0.815,-1.0527,0.6499,0.6259,0.6525,0.2682,1.0346,0.5135,0.7368,1.2403,-0.1304,0.1222,0.9065,0.8232,-0.6583,0.6314,-0.1015,1.1422,0.2621,-0.5928,0.4558,0.1123,0.6326,1.1651,-0.8513,0.3256,0.6314,1.0434,0.9289,2.0513,0.291,0.5881,0.0834,9.0,0,458.59100000000007,440.4814,450.045,449.7058,0,0,0
60802869.0,1.0,15.92,ISCED level 2,12.0,16.38,Native,Did not repeat a  grade,-1.7683,-0.6,0.21,-0.5,-1.8678,-0.187,-0.9726,0.627,1.314,1.8202,0.7743,-0.6576,0.5102,0.5437,0.1744,0.7202,0.402,-0.524,0.9672,-1.4043,0.4352,-0.1015,-0.4342,0.2621,0.7301,-0.5176,-0.4347,1.0757,1.1134,-0.2014,0.2865,-0.3279,-0.307,-0.4401,-0.1577,0.0845,1.3527,-0.3184,51.0,1,324.8978,431.1476,366.0325,374.02596666666665,0,0,0
60801581.0,0.0,15.33,ISCED level 2,9.0,26.62,Native,Did not repeat a  grade,-2.659,-1.64,-1.72,-1.41,-3.2971,-0.9198,-1.7257,0.6019,-1.1481,-1.0988,0.2682,-1.5824,-0.62,-0.5786,-0.2934,-0.1371,-0.4419,0.5082,1.0453,-1.6139,-0.4112,-0.6545,0.1097,-0.3121,-0.916,-1.0721,-1.1295,-1.1029,-1.3785,-1.0236,-0.4982,-0.8702,-0.8312,-1.4721,-1.1364,-0.3675,0.5881,-0.1596,37.0,0,260.3007,308.3407,263.28350000000006,277.3083,0,0,0
60804970.0,1.0,16.0,ISCED level 2,12.0,15.35,Native,Did not repeat a  grade,-1.8164,-0.25,0.59,-1.41,-1.9351,0.3658,-1.0527,0.9207,1.314,1.8202,-0.1653,1.0346,0.7869,2.0073,0.9888,0.2525,1.2374,-0.0362,1.6524,1.0844,0.1956,1.8164,-0.862,1.7411,1.2386,-0.4055,1.8524,0.1904,1.6476,1.4992,1.6052,1.9097,0.3807,0.9289,2.0513,2.0307,1.2902,-2.4306,71.0,1,387.1898,379.1502,361.168,375.836,0,0,0
60802011.0,1.0,16.08,ISCED level 2,16.0,32.5,Native,Did not repeat a  grade,-0.0294,-0.6,0.59,-0.5,0.0,0.4306,1.1793,-0.0424,1.314,1.8202,2.0165,-0.6576,1.1506,2.0073,1.8245,-0.1371,1.8839,-0.524,1.1904,1.0844,0.1956,-0.1015,0.4637,0.8126,1.2386,-0.0614,1.8524,-0.9477,0.7324,-0.2014,0.1712,0.3517,0.2165,0.9289,-0.1577,0.5049,-1.1549,-0.3184,5.0,0,479.6544,474.0529,477.6101000000001,477.1058,0,0,0
60803373.0,1.0,16.17,ISCED level 2,14.5,17.0,Native,Did not repeat a  grade,-1.9004,0.45,-1.72,0.42,-3.1549,-1.9582,-1.3835,0.4922,1.314,1.8202,2.0165,0.5029,1.4931,0.5464,1.2662,0.4729,0.1222,-0.0697,0.7192,-0.6583,-1.1146,-0.1015,-1.2319,0.8126,1.2386,0.4793,0.8347,0.418,2.3015,1.4992,-0.0137,0.4503,-0.5828,0.9289,0.5084,0.8345,-1.1549,0.6818,40.0,0,400.403,418.8802,386.5596000000001,401.9476,1,0,1
60800186.0,1.0,16.0,ISCED level 2,9.0,28.48,Native,Did not repeat a  grade,-2.1577,-0.25,-0.18,0.42,-2.1964,0.0631,-1.3835,-0.9544,0.0079,0.373,0.9044,1.0346,1.0383,0.8329,1.8245,1.0859,-0.4089,0.5371,1.2958,1.0844,0.4352,1.8164,0.4637,0.8126,-0.5928,0.7872,1.1969,-0.8285,0.6921,0.9616,1.6052,1.1945,-0.3245,0.9289,1.2015,0.4843,-1.1549,0.6757,39.0,1,447.8394,445.949,458.0786,450.6223333333333,0,0,0
60802467.0,0.0,15.25,ISCED level 2,16.0,17.0,Native,Repeated a  grade,-1.2282,-1.64,0.21,-0.04,-2.1349,-0.3896,0.0477,0.1381,-0.9734,-0.0424,-0.1625,-1.3939,-1.1882,0.1067,-1.2655,0.2561,0.1222,0.5082,1.6524,-0.6583,-0.2047,-0.1015,-0.3799,0.2621,-0.3236,-0.0614,-0.4347,0.1964,-1.596,-1.3776,0.6646,0.1686,0.7724,-0.3566,-0.1577,-0.4563,0.9552,-0.9879,14.0,0,325.0743,285.059,259.6571,289.93013333333334,0,0,0
60800327.0,-2.0,16.17,ISCED level 2,16.0,17.0,Native,Repeated a  grade,-1.3173,-1.64,-0.57,0.42,-2.3453,-0.9765,-0.9726,1.4424,-0.1298,-0.2264,0.7743,-2.4468,-0.9225,0.4572,0.1744,0.2561,-1.0985,-0.0697,1.6524,1.0844,-2.345,-2.7365,-1.8939,0.2621,0.4094,-0.0614,0.5761,-0.2302,-0.10685,-0.2014,0.2865,0.1686,-0.2023,-0.1587,-0.1577,0.291,0.5881,-0.322,4.0,0,229.9121,325.6009,283.06030000000004,279.5244333333334,0,0,0
60801539.0,0.0,15.25,ISCED level 2,12.0,25.2,Native,Did not repeat a  grade,-1.8174,-0.94,-1.34,-0.5,-2.3809,-1.0219,-1.0527,0.4922,0.6259,1.1049,-0.3253,-2.4468,0.8218,0.8329,0.6134,0.9831,0.1222,0.5082,1.6524,1.0844,-0.2661,-0.1015,-0.4342,1.7411,1.2386,0.3858,1.8524,-0.5299,0.25,0.3013,0.2865,0.879,-0.8382,0.9289,-0.1577,0.5049,-0.2021,-0.3184,5.0,1,420.2953,462.23049999999984,459.7580000000001,447.4279333333333,0,0,0
60806803.0,0.0,15.67,ISCED level 2,14.5,37.92,Native,Did not repeat a  grade,-0.5806,-0.25,0.98,-0.96,-0.9781,0.0436,1.1793,1.9371,0.4394,-0.4344,-1.1311,-0.6576,1.4882,1.1813,1.2662,-0.3442,0.1222,0.409,0.2705,-0.6583,-0.5707,1.8164,-0.2006,1.243,-0.5928,-0.0328,0.3468,0.5381,1.006,-0.2014,-0.3491,1.1388,0.7209,0.2249,0.7693,0.291,0.967,-0.5707,42.0,1,376.6232,385.9482,413.9736,392.1816666666667,1,1,1
