CNTSTUID,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG
76404366,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76404497,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76404853,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76404876,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76405082,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76405243,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76405599,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76405601,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76405693,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76406114,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76406345,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76406649,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76406713,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76406832,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76407503,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76407609,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76407744,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76407863,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76408321,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76408826,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76408942,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76409033,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76409058,2,17.48,437,0.355,0.75,25,0.48,1,0.04,0,43,2,-0.6344,-1.4551,0.1447,-0.7624,-0.0504
76400269,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76400418,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76400588,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76401666,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76401864,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402255,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402281,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402512,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402604,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402695,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402925,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402991,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76402994,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76403010,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76403357,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76403451,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76403606,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76404393,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76404642,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76404675,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76405346,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76405397,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76405559,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76405726,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76406040,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76406320,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76406368,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407039,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407245,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407284,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407311,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407433,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407785,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407831,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76407935,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76408038,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76408081,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76408402,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76408712,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76408904,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76409003,3,18.3425,3320,0.1791,1,181,1,0.3481,0.6409,0.011,43,2,-1.4212,-1.4551,-0.6199,-0.9033,0.9042
76400127,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400191,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400441,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400528,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400903,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400948,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400958,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76401032,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76401419,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76401713,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76402035,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76402252,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76402367,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76402554,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76402608,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76403069,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76403869,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76404271,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76404303,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76404357,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76405024,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76405262,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76405381,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76405702,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406046,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406162,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406269,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406559,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406608,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76406928,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407012,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407093,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407217,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407369,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407481,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407504,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407592,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407625,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76407844,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76408021,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76408693,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76408945,1,3.9259,212,1,999,54,0.6296,0.2407,0.5185,0.2407,18,3,-1.4212,-1.4551,-3.3785,-2.0409,0.1571
76400295,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76400596,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76400605,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76401358,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76401688,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76402143,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76402581,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76404499,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76404857,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76405905,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76406336,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76406632,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76406913,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76407281,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76407568,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76408212,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76408531,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76408563,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76408662,3,1,19,999,0.6,42,1,0.6667,0.3571,0,28,3,0.8339,0.21,-0.335,0.5957,0.9042
76400326,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76400525,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76400543,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76400690,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76401289,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76401497,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76401548,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76401562,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76401946,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402200,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402369,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402597,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402782,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402861,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76402909,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76403361,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76403640,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404391,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404508,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404701,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404773,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404822,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76404911,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76405199,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76405261,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76405671,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76405708,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76405933,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76406195,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76406416,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407154,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407418,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407514,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407572,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407832,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76407914,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76408330,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76409011,3,44.0938,1411,0.2786,0.8705,32,0.8594,1,0.1094,0,28,2,0.2729,0.8371,1.0148,-0.4415,0.3009
76400459,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76400504,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76400944,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76401484,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76402196,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76402444,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76402938,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76403142,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76407319,3,14.2535,506,0.3125,1,35.5,0.9859,0.7042,0.2817,0,28,3,-1.4212,-0.3265,-0.6199,-1.419,0.9042
76400709,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76400710,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76400763,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76400802,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76400884,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76400926,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76401076,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76401581,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76401811,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76401846,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76401877,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76402438,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76402532,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76402657,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76402924,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76403508,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76403694,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76403872,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404295,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404441,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404459,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404515,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404520,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404621,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76404629,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76405137,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
76405276,3,17.4711,1057,0.1438,1,60.5,1,1,0.4793,0,38,3,1.0283,0.9995,-0.4515,-0.2472,-0.1868
